Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+	verbs_num_pers_dist_Sing+	aux_tense_dist_Past	aux_tense_dist_Pres	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+	aux_num_pers_dist_Sing+	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_expl	dep_dist_expl:pv	dep_dist_fixed	dep_dist_flat	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4
dutch_clean_25.conllu	1	31	31.0	6.392857142857143	12.903225806451612	16.129032258064516	0	3.225806451612903	3.225806451612903	22.580645161290324	29.032258064516128	0	0	0	9.67741935483871	0	0	3.225806451612903	0	0.5	0	0	0	0	100.0	0	0	0	100.0	100.0	0	0	100.0	0	2.0	100.0	0.0	100.0	0	0	0	0	0	0	4.0	15.5	12.0	2.925925925925926	12	1.25	4	75.0	25.0	0	0	0	100.0	0.0	0	0	0	0	16.129032258064516	0	0	0	16.129032258064516	3.225806451612903	0	0	3.225806451612903	3.225806451612903	0	22.580645161290324	0	0	0	0	0	16.129032258064516	0	6.451612903225806	0	0	0	0	0	0	9.67741935483871	3.225806451612903	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_26.conllu	1	18	18.0	7.294117647058823	5.555555555555555	16.666666666666668	5.555555555555555	0	0	16.666666666666668	27.77777777777778	0	0	0	5.555555555555555	5.555555555555555	0	16.666666666666668	0	0.5882352941176471	0	100.0	33.333333333333336	0	66.66666666666667	100.0	0	0	0	0	0	0	0	0	3.0	100.0	2.0	33.333333333333336	0	33.333333333333336	0	33.333333333333336	0	0	6.0	6.0	15.0	3.75	15	3.0	1	0	0	100.0	100.0	0.0	100.0	0.0	5.555555555555555	0	0	11.11111111111111	5.555555555555555	0	0	0	16.666666666666668	0	0	0	0	0	0	16.666666666666668	0	0	0	0	5.555555555555555	16.666666666666668	0	5.555555555555555	0	0	5.555555555555555	0	0	0	5.555555555555555	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_27.conllu	1	21	21.0	6.2105263157894735	4.761904761904762	9.523809523809524	4.761904761904762	4.761904761904762	4.761904761904762	14.285714285714286	14.285714285714286	4.761904761904762	0	14.285714285714286	9.523809523809524	4.761904761904762	0	9.523809523809524	0	0.5263157894736842	100.0	0	50.0	0	50.0	100.0	0	100.0	0	100.0	0	0	0	100.0	2.0	0.0	2.0	0	50.0	0	50.0	0	0	0	4.0	10.5	16.0	2.888888888888889	16	2.0	1	0	100.0	0	0	0	100.0	0.0	4.761904761904762	0	4.761904761904762	9.523809523809524	0	0	0	0	9.523809523809524	4.761904761904762	0	0	9.523809523809524	4.761904761904762	0	14.285714285714286	0	0	0	0	4.761904761904762	9.523809523809524	0	9.523809523809524	0	0	0	0	0	0	9.523809523809524	4.761904761904762	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_28.conllu	1	18	18.0	4.375	5.555555555555555	16.666666666666668	5.555555555555555	0	0	16.666666666666668	16.666666666666668	0	16.666666666666668	0	11.11111111111111	0	0	11.11111111111111	0	0.4375	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	4.0	9.0	8.0	2.533333333333333	8	1.0	2	100.0	0	0	0.0	100.0	50.0	50.0	0	5.555555555555555	0	5.555555555555555	0	0	0	0	16.666666666666668	0	0	0	0	0	0	16.666666666666668	0	0	0	0	0	11.11111111111111	5.555555555555555	11.11111111111111	0	0	5.555555555555555	5.555555555555555	0	0	11.11111111111111	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_29.conllu	1	28	28.0	4.346153846153846	7.142857142857143	17.857142857142858	3.5714285714285716	0	0	21.428571428571427	25.0	0	3.5714285714285716	0	7.142857142857143	3.5714285714285716	0	10.714285714285714	0	0.5	0	100.0	66.66666666666667	0	33.333333333333336	50.0	50.0	0	0	0	0	0	0	0	3.0	100.0	2.3333333333333335	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	7.0	9.333333333333334	8.0	2.32	8	1.5	2	50.0	50.0	0	0	0	100.0	0.0	3.5714285714285716	3.5714285714285716	3.5714285714285716	3.5714285714285716	3.5714285714285716	0	0	0	14.285714285714286	0	0	3.5714285714285716	0	0	0	21.428571428571427	0	0	0	0	7.142857142857143	10.714285714285714	0	7.142857142857143	0	0	0	3.5714285714285716	0	0	7.142857142857143	3.5714285714285716	3.5714285714285716	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_30.conllu	1	13	13.0	5.583333333333333	15.384615384615385	0	15.384615384615385	7.6923076923076925	0	23.076923076923077	23.076923076923077	0	0	0	7.6923076923076925	0	0	7.6923076923076925	0	0.6666666666666666	0	0	0	0	100.0	0	0	0	100.0	100.0	0	0	0	100.0	1.0	100.0	6.0	0	0	0	0	0	0	100.0	2.0	13.0	11.0	4.181818181818182	11	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	23.076923076923077	7.6923076923076925	0	7.6923076923076925	0	0	0	0	0	0	0	0	23.076923076923077	0	0	0	0	0	0	0	15.384615384615385	0	0	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_31.conllu	1	15	15.0	4.5	0	20.0	0	6.666666666666667	0	26.666666666666668	26.666666666666668	0	0	6.666666666666667	6.666666666666667	0	0	6.666666666666667	0	0.42857142857142855	0	0	0	0	100.0	0	0	0	100.0	100.0	0	0	0	100.0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	15.0	11.0	3.076923076923077	11	1.0	2	100.0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	6.666666666666667	0	20.0	0	0	0	0	0	0	26.666666666666668	0	0	0	0	0	20.0	0	6.666666666666667	0	0	0	6.666666666666667	0	0	6.666666666666667	6.666666666666667	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_32.conllu	1	21	21.0	4.833333333333333	4.761904761904762	9.523809523809524	0	4.761904761904762	0	14.285714285714286	19.047619047619047	0	9.523809523809524	4.761904761904762	14.285714285714286	4.761904761904762	0	14.285714285714286	0	0.5	100.0	0	100.0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	4.0	7.0	11.0	2.8823529411764706	11	0	0	0	0	0	50.0	50.0	100.0	0.0	0	4.761904761904762	4.761904761904762	0	0	0	4.761904761904762	0	9.523809523809524	0	0	0	4.761904761904762	0	0	14.285714285714286	0	0	0	0	4.761904761904762	0	0	14.285714285714286	0	0	9.523809523809524	9.523809523809524	0	0	14.285714285714286	4.761904761904762	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0	0
dutch_clean_33.conllu	1	17	17.0	4.6875	5.882352941176471	11.764705882352942	5.882352941176471	11.764705882352942	0	17.647058823529413	11.764705882352942	0	5.882352941176471	5.882352941176471	5.882352941176471	5.882352941176471	0	11.764705882352942	0	0.4375	0	0	0	50.0	50.0	0	0	100.0	0	100.0	0	0	0	100.0	3.0	100.0	2.0	0	50.0	0	50.0	0	0	0	4.0	5.666666666666667	10.0	3.2	10	1.0	2	100.0	0	0	0	0	100.0	0.0	0	0	0	11.764705882352942	0	0	0	5.882352941176471	11.764705882352942	0	5.882352941176471	0	0	5.882352941176471	0	17.647058823529413	0	0	0	0	5.882352941176471	17.647058823529413	0	5.882352941176471	0	0	0	0	0	0	5.882352941176471	5.882352941176471	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
dutch_clean_34.conllu	1	19	19.0	4.944444444444445	5.2631578947368425	15.789473684210526	5.2631578947368425	10.526315789473685	0	21.05263157894737	21.05263157894737	0	5.2631578947368425	0	5.2631578947368425	0	0	10.526315789473685	0	0.4444444444444444	0	0	0	0	100.0	0	0	50.0	50.0	100.0	0	0	50.0	50.0	2.0	100.0	2.0	50.0	0	0	0	50.0	0	0	3.0	9.5	15.0	4.294117647058823	15	1.0	2	100.0	0	0	0	0	100.0	0.0	0	0	0	5.2631578947368425	10.526315789473685	0	10.526315789473685	0	15.789473684210526	0	0	0	0	0	0	21.05263157894737	0	5.2631578947368425	0	0	0	10.526315789473685	0	5.2631578947368425	0	0	0	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_35.conllu	1	13	13.0	5.5	7.6923076923076925	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	15.384615384615385	15.384615384615385	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	0	15.384615384615385	0	0.5833333333333334	0	100.0	50.0	0	50.0	0	100.0	100.0	0	100.0	0	0	0	100.0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	3.0	6.5	11.0	2.909090909090909	11	1.0	1	100.0	0	0	0	0	50.0	50.0	0	0	7.6923076923076925	15.384615384615385	0	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	0	0	0	0	0	15.384615384615385	0	0	0	0	0	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
dutch_clean_36.conllu	1	12	12.0	5.181818181818182	16.666666666666668	0	33.333333333333336	8.333333333333334	0	8.333333333333334	8.333333333333334	0	0	0	8.333333333333334	8.333333333333334	0	8.333333333333334	0	0.7272727272727273	0	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	2.0	0.0	1.0	0	100.0	0	0	0	0	0	2.0	6.0	5.0	2.0	5	0	0	0	0	0	0	0	100.0	0.0	0	0	8.333333333333334	41.666666666666664	0	0	0	0	0	0	0	0	0	8.333333333333334	0	8.333333333333334	0	0	0	0	8.333333333333334	0	0	8.333333333333334	0	0	0	0	0	0	8.333333333333334	8.333333333333334	0	0.0	100.0	50.0	50.0	1.0	100.0	0	0	0
dutch_clean_37.conllu	1	23	23.0	5.857142857142857	13.043478260869565	8.695652173913043	21.73913043478261	17.391304347826086	0	8.695652173913043	13.043478260869565	0	4.3478260869565215	0	8.695652173913043	0	0	4.3478260869565215	0	0.5714285714285714	0	0	0	0	100.0	0	0	0	100.0	25.0	50.0	25.0	100.0	0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	3.0	23.0	10.0	3.25	10	1.0	1	100.0	0	0	0	0	100.0	0.0	0	4.3478260869565215	0	21.73913043478261	8.695652173913043	0	8.695652173913043	4.3478260869565215	4.3478260869565215	0	0	0	0	0	0	13.043478260869565	0	0	0	0	4.3478260869565215	4.3478260869565215	0	4.3478260869565215	4.3478260869565215	0	0	0	0	0	8.695652173913043	4.3478260869565215	4.3478260869565215	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_38.conllu	1	23	23.0	5.2727272727272725	4.3478260869565215	8.695652173913043	21.73913043478261	4.3478260869565215	0	8.695652173913043	13.043478260869565	0	8.695652173913043	4.3478260869565215	4.3478260869565215	4.3478260869565215	0	17.391304347826086	0	0.6363636363636364	0	100.0	25.0	25.0	50.0	100.0	0	0	100.0	100.0	0	0	100.0	0	5.0	0.0	2.25	25.0	25.0	0	25.0	0	25.0	0	7.0	4.6	18.0	3.4545454545454546	18	1.0	1	100.0	0	0	100.0	0.0	100.0	0.0	4.3478260869565215	4.3478260869565215	0	17.391304347826086	13.043478260869565	0	0	0	8.695652173913043	0	4.3478260869565215	0	0	4.3478260869565215	0	8.695652173913043	0	0	0	0	4.3478260869565215	4.3478260869565215	0	8.695652173913043	0	0	8.695652173913043	4.3478260869565215	0	0	0	4.3478260869565215	0	0.0	100.0	0.0	100.0	4.0	0	0	0	100.0
dutch_clean_39.conllu	1	12	12.0	6.7272727272727275	8.333333333333334	16.666666666666668	0	8.333333333333334	0	16.666666666666668	8.333333333333334	8.333333333333334	0	16.666666666666668	8.333333333333334	0	0	8.333333333333334	0	0.45454545454545453	0	0	0	0	100.0	0	0	0	100.0	100.0	0	0	0	100.0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	2.0	12.0	9.0	3.6	9	0	0	0	0	0	0	0	100.0	0.0	0	0	0	8.333333333333334	0	0	0	8.333333333333334	16.666666666666668	0	0	0	0	0	0	16.666666666666668	0	0	0	8.333333333333334	0	0	0	0	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0	8.333333333333334	8.333333333333334	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_40.conllu	1	15	15.0	4.214285714285714	6.666666666666667	20.0	0	6.666666666666667	6.666666666666667	6.666666666666667	26.666666666666668	0	6.666666666666667	0	6.666666666666667	0	0	13.333333333333334	0	0.5	0	0	0	100.0	0	0	0	0	100.0	100.0	0	0	0	100.0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	5.0	7.5	9.0	3.6923076923076925	9	0	0	0	0	0	100.0	0.0	100.0	0.0	6.666666666666667	0	0	0	0	0	6.666666666666667	0	6.666666666666667	6.666666666666667	0	6.666666666666667	6.666666666666667	0	0	6.666666666666667	0	0	0	0	13.333333333333334	0	6.666666666666667	6.666666666666667	0	0	6.666666666666667	6.666666666666667	0	0	6.666666666666667	6.666666666666667	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
dutch_clean_41.conllu	1	9	9.0	6.25	11.11111111111111	0	11.11111111111111	11.11111111111111	0	22.22222222222222	22.22222222222222	0	0	0	11.11111111111111	0	0	11.11111111111111	0	0.625	0	0	0	100.0	0	0	0	0	100.0	100.0	0	0	0	100.0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	9.0	5.0	2.2857142857142856	5	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	11.11111111111111	11.11111111111111	0	11.11111111111111	0	0	0	0	0	0	0	0	22.22222222222222	0	0	0	0	0	0	0	11.11111111111111	0	0	11.11111111111111	0	0	0	11.11111111111111	11.11111111111111	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_42.conllu	1	26	26.0	5.44	3.8461538461538463	11.538461538461538	7.6923076923076925	3.8461538461538463	0	11.538461538461538	7.6923076923076925	7.6923076923076925	3.8461538461538463	19.23076923076923	3.8461538461538463	7.6923076923076925	0	11.538461538461538	0	0.52	50.0	50.0	66.66666666666667	0	33.333333333333336	0	100.0	0	100.0	100.0	0	0	0	100.0	3.0	100.0	4.0	0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	4.0	8.666666666666666	10.0	2.8333333333333335	10	0	0	0	0	0	100.0	0.0	100.0	0.0	0	3.8461538461538463	7.6923076923076925	7.6923076923076925	3.8461538461538463	0	0	3.8461538461538463	11.538461538461538	0	0	0	0	0	0	11.538461538461538	0	0	0	15.384615384615385	7.6923076923076925	0	0	3.8461538461538463	0	0	3.8461538461538463	11.538461538461538	0	0	3.8461538461538463	3.8461538461538463	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
dutch_clean_43.conllu	1	13	13.0	5.333333333333333	15.384615384615385	7.6923076923076925	0	0	0	30.76923076923077	30.76923076923077	0	0	0	7.6923076923076925	0	0	7.6923076923076925	0	0.5833333333333334	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	13.0	9.0	2.5454545454545454	9	1.0	1	100.0	0	0	0.0	100.0	0.0	100.0	0	0	0	0	15.384615384615385	0	0	0	7.6923076923076925	0	0	0	0	0	0	30.76923076923077	0	0	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_44.conllu	1	31	31.0	5.206896551724138	6.451612903225806	19.35483870967742	3.225806451612903	0	3.225806451612903	22.580645161290324	29.032258064516128	0	3.225806451612903	3.225806451612903	6.451612903225806	0	0	3.225806451612903	0	0.4827586206896552	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	31.0	12.0	2.392857142857143	12	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0.0	100.0	100.0	0.0	0	0	3.225806451612903	0	9.67741935483871	3.225806451612903	0	0	12.903225806451612	3.225806451612903	0	0	3.225806451612903	0	0	22.580645161290324	0	0	0	0	6.451612903225806	16.129032258064516	3.225806451612903	3.225806451612903	0	0	3.225806451612903	0	0	0	6.451612903225806	3.225806451612903	0	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_45.conllu	1	10	10.0	7.333333333333333	0	10.0	0	10.0	10.0	0	30.0	0	10.0	0	10.0	0	0	20.0	0	0.5555555555555556	0	0	0	0	100.0	0	0	0	100.0	100.0	0	0	100.0	0	2.0	100.0	3.0	0	50.0	0	0	0	50.0	0	3.0	5.0	4.0	2.125	4	0	0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	0	10.0	10.0	10.0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	10.0	10.0	0	0	10.0	10.0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
dutch_clean_46.conllu	1	18	18.0	6.352941176470588	16.666666666666668	16.666666666666668	5.555555555555555	0	0	11.11111111111111	27.77777777777778	5.555555555555555	0	5.555555555555555	5.555555555555555	0	0	5.555555555555555	0	0.6470588235294118	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	4.0	18.0	9.0	2.5	9	1.0	1	100.0	0	0	0	0	0.0	100.0	0	0	0	5.555555555555555	16.666666666666668	5.555555555555555	0	0	11.11111111111111	0	0	0	0	0	0	11.11111111111111	0	0	0	0	5.555555555555555	5.555555555555555	0	5.555555555555555	0	5.555555555555555	0	11.11111111111111	0	0	5.555555555555555	5.555555555555555	5.555555555555555	100.0	0.0	0	0	0	0	0	0	0
dutch_clean_47.conllu	1	21	21.0	4.55	0	28.571428571428573	4.761904761904762	4.761904761904762	4.761904761904762	9.523809523809524	23.80952380952381	0	4.761904761904762	0	4.761904761904762	0	0	14.285714285714286	0	0.45	0	100.0	33.333333333333336	33.333333333333336	33.333333333333336	0	100.0	0	100.0	100.0	0	0	0	100.0	3.0	100.0	3.3333333333333335	0	0	0	66.66666666666667	33.333333333333336	0	0	5.0	7.0	10.0	2.8947368421052633	10	1.0	1	100.0	0	0	0.0	100.0	100.0	0.0	0	0	4.761904761904762	0	4.761904761904762	0	4.761904761904762	0	19.047619047619047	4.761904761904762	0	0	4.761904761904762	0	0	9.523809523809524	0	0	0	0	9.523809523809524	4.761904761904762	0	4.761904761904762	0	0	4.761904761904762	14.285714285714286	0	0	4.761904761904762	4.761904761904762	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_48.conllu	1	11	11.0	6.1	18.181818181818183	18.181818181818183	0	9.090909090909092	0	9.090909090909092	18.181818181818183	0	0	0	9.090909090909092	0	0	18.181818181818183	0	0.6	100.0	0	50.0	0	50.0	0	100.0	0	100.0	100.0	0	0	0	100.0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	3.0	5.5	9.0	3.7777777777777777	9	0	0	0	0	0	0	0	100.0	0.0	0	0	0	9.090909090909092	9.090909090909092	0	0	9.090909090909092	18.181818181818183	0	0	0	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	9.090909090909092	0	0	18.181818181818183	0	0	9.090909090909092	9.090909090909092	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
dutch_clean_49.conllu	1	19	19.0	6.611111111111111	5.2631578947368425	21.05263157894737	0	10.526315789473685	0	10.526315789473685	26.31578947368421	5.2631578947368425	5.2631578947368425	0	5.2631578947368425	0	0	10.526315789473685	0	0.4444444444444444	0	0	0	50.0	50.0	0	0	0	100.0	100.0	0	0	0	100.0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	4.0	9.5	12.0	2.4705882352941178	12	1.0	2	100.0	0	0	100.0	0.0	100.0	0.0	0	5.2631578947368425	0	0	5.2631578947368425	0	5.2631578947368425	0	15.789473684210526	0	0	0	0	5.2631578947368425	0	10.526315789473685	0	0	10.526315789473685	0	0	10.526315789473685	0	5.2631578947368425	0	0	10.526315789473685	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_50.conllu	1	34	34.0	4.3	2.9411764705882355	14.705882352941176	0	2.9411764705882355	5.882352941176471	14.705882352941176	23.529411764705884	5.882352941176471	2.9411764705882355	0	11.764705882352942	0	0	14.705882352941176	0	0.4666666666666667	0	100.0	20.0	20.0	60.0	0	100.0	0	100.0	100.0	0	0	0	100.0	6.0	100.0	1.2	20.0	40.0	40.0	0	0	0	0	8.0	5.666666666666667	8.0	2.2758620689655173	8	1.0	1	100.0	0	0	100.0	0.0	100.0	0.0	2.9411764705882355	0	2.9411764705882355	0	2.9411764705882355	0	0	0	14.705882352941176	5.882352941176471	0	0	5.882352941176471	2.9411764705882355	0	14.705882352941176	0	0	5.882352941176471	0	0	2.9411764705882355	0	5.882352941176471	0	5.882352941176471	2.9411764705882355	8.823529411764707	0	0	11.764705882352942	2.9411764705882355	0	20.0	80.0	100.0	0.0	1.0	100.0	0	0	0
dutch_clean_51.conllu	1	30	30.0	4.464285714285714	0	16.666666666666668	10.0	6.666666666666667	3.3333333333333335	20.0	20.0	0	3.3333333333333335	0	6.666666666666667	3.3333333333333335	0	10.0	0	0.42857142857142855	0	100.0	33.333333333333336	0	66.66666666666667	0	100.0	0	100.0	100.0	0	0	0	100.0	3.0	100.0	4.666666666666667	0	0	0	0	33.333333333333336	66.66666666666667	0	4.0	10.0	26.0	3.962962962962963	26	0	0	0	0	0	0	0	100.0	0.0	3.3333333333333335	0	3.3333333333333335	10.0	0	0	0	6.666666666666667	13.333333333333334	3.3333333333333335	0	0	3.3333333333333335	0	0	20.0	0	0	0	0	6.666666666666667	0	0	3.3333333333333335	3.3333333333333335	0	0	13.333333333333334	0	0	6.666666666666667	3.3333333333333335	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
