Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Ger	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_fixed	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:npmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:npmod	dep_dist_obl:tmod	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_4
english_clean_1.conllu	1	16	16.0	4.428571428571429	6.25	12.5	0	6.25	12.5	6.25	31.25	0	0	0	12.5	12.5	0	0	0.5714285714285714	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	16.0	7.0	2.1538461538461537	7	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	6.25	0	0	0	12.5	12.5	0	6.25	0	12.5	6.25	0	6.25	0	0	6.25	0	0	6.25	0	0	0	6.25	0	0	0	12.5	6.25	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_2.conllu	1	25	25.0	3.869565217391304	4.0	8.0	4.0	4.0	8.0	12.0	16.0	4.0	0	8.0	0	8.0	8.0	16.0	0.43478260869565216	33.333333333333336	66.66666666666667	0	100.0	50.0	25.0	0	25.0	0	100.0	0	100.0	100.0	100.0	0	0	0	0	100.0	4.0	100.0	3.5	0	0	25.0	0	75.0	0	0	4.0	6.25	15.0	2.8636363636363638	15	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	8.0	4.0	4.0	0	0	4.0	8.0	8.0	0	0	0	8.0	0	0	12.0	0	8.0	0	0	0	8.0	0	4.0	8.0	4.0	0	0	0	8.0	4.0	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
english_clean_3.conllu	1	16	16.0	4.785714285714286	0	12.5	6.25	0	18.75	6.25	31.25	0	0	0	6.25	12.5	0	6.25	0.5714285714285714	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	16.0	11.0	2.5384615384615383	11	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	6.25	0	0	0	0	12.5	18.75	0	0	0	18.75	0	0	6.25	0	0	6.25	0	0	6.25	0	0	0	6.25	0	0	0	12.5	6.25	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_4.conllu	1	16	16.0	4.2	6.25	25.0	0	6.25	6.25	6.25	31.25	0	0	6.25	0	6.25	0	6.25	0.4666666666666667	100.0	0	0	100.0	100.0	0	0	0	100.0	0	100.0	0	100.0	100.0	0	0	0	100.0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	8.0	6.0	2.0714285714285716	6	1.0	2	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	25.0	6.25	0	0	0	6.25	6.25	0	6.25	0	0	12.5	0	6.25	6.25	0	0	0	12.5	0	0	0	6.25	6.25	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_5.conllu	1	18	18.0	4.4375	0	11.11111111111111	5.555555555555555	5.555555555555555	5.555555555555555	5.555555555555555	22.22222222222222	0	0	5.555555555555555	0	11.11111111111111	11.11111111111111	16.666666666666668	0.5	100.0	0	0	0	0	66.66666666666667	0	33.333333333333336	0	0	100.0	0	100.0	100.0	0	0	0	0	100.0	3.0	100.0	3.0	0	0	66.66666666666667	0	0	33.333333333333336	0	5.0	6.0	7.0	1.9333333333333333	7	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	5.555555555555555	5.555555555555555	0	0	0	5.555555555555555	16.666666666666668	5.555555555555555	0	0	0	5.555555555555555	0	0	5.555555555555555	0	5.555555555555555	11.11111111111111	0	0	0	5.555555555555555	0	5.555555555555555	5.555555555555555	0	0	0	11.11111111111111	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
english_clean_6.conllu	1	32	32.0	5.25	6.25	21.875	3.125	0	6.25	12.5	25.0	6.25	0	0	3.125	12.5	0	3.125	0.4642857142857143	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	1.0	0	100.0	0	0	0	0	0	6.0	32.0	7.0	2.2962962962962963	7	2.25	4	50.0	0	25.0	25.0	0	0	0	0	0	0	0	3.125	6.25	0	0	0	21.875	6.25	0	3.125	0	6.25	0	0	6.25	3.125	0	21.875	0	0	0	0	6.25	0	0	0	0	0	12.5	3.125	0	0	0	0	0	0	0	0	0	0
english_clean_7.conllu	1	27	27.0	4.909090909090909	7.407407407407407	14.814814814814815	11.11111111111111	3.7037037037037037	7.407407407407407	7.407407407407407	18.51851851851852	0	0	0	3.7037037037037037	18.51851851851852	0	7.407407407407407	0.5909090909090909	100.0	0	0	0	0	50.0	0	50.0	0	0	100.0	0	100.0	100.0	0	0	0	0	100.0	2.0	100.0	4.0	0	0	0	50.0	0	50.0	0	4.0	13.5	8.0	2.619047619047619	8	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	3.7037037037037037	3.7037037037037037	0	0	3.7037037037037037	11.11111111111111	11.11111111111111	0	0	0	11.11111111111111	0	0	7.407407407407407	7.407407407407407	0	3.7037037037037037	0	0	0	3.7037037037037037	0	0	7.407407407407407	0	3.7037037037037037	0	18.51851851851852	3.7037037037037037	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_8.conllu	1	19	19.0	5.0588235294117645	5.2631578947368425	10.526315789473685	0	0	5.2631578947368425	10.526315789473685	15.789473684210526	0	0	15.789473684210526	5.2631578947368425	10.526315789473685	0	21.05263157894737	0.5294117647058824	100.0	0	0	100.0	50.0	0	0	50.0	100.0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	2.0	25.0	25.0	0	25.0	25.0	0	0	4.0	4.75	13.0	2.5	13	0	0	0	0	0	0	0.0	100.0	100.0	0.0	5.2631578947368425	0	0	0	10.526315789473685	0	0	0	5.2631578947368425	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	0	10.526315789473685	0	0	0	0	5.2631578947368425	10.526315789473685	0	0	10.526315789473685	5.2631578947368425	0	0	0	10.526315789473685	5.2631578947368425	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
english_clean_9.conllu	1	19	19.0	6.0625	15.789473684210526	5.2631578947368425	0	0	15.789473684210526	5.2631578947368425	31.57894736842105	0	0	0	5.2631578947368425	15.789473684210526	0	5.2631578947368425	0.6875	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	19.0	13.0	3.7333333333333334	13	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	10.526315789473685	0	0	0	5.2631578947368425	15.789473684210526	0	0	0	26.31578947368421	0	0	5.2631578947368425	0	0	5.2631578947368425	0	0	5.2631578947368425	0	0	5.2631578947368425	0	0	0	0	15.789473684210526	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_10.conllu	1	18	18.0	5.0625	11.11111111111111	5.555555555555555	5.555555555555555	0	0	16.666666666666668	11.11111111111111	0	0	11.11111111111111	11.11111111111111	11.11111111111111	5.555555555555555	11.11111111111111	0.5625	100.0	0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	9.0	9.0	2.2666666666666666	9	1.0	1	100.0	0	0	0	50.0	50.0	100.0	0.0	0	5.555555555555555	5.555555555555555	5.555555555555555	5.555555555555555	0	0	0	5.555555555555555	0	0	0	0	0	0	0	16.666666666666668	0	5.555555555555555	5.555555555555555	0	5.555555555555555	11.11111111111111	0	0	11.11111111111111	0	0	0	0	11.11111111111111	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
english_clean_11.conllu	1	25	25.0	4.857142857142857	8.0	12.0	8.0	4.0	4.0	8.0	24.0	0	0	0	4.0	16.0	0	12.0	0.6666666666666666	100.0	0	100.0	0	33.333333333333336	0	0	66.66666666666667	100.0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	4.0	0.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	8.0	6.25	6.0	1.9	6	1.0	1	100.0	0	0	0	0.0	100.0	0	0	4.0	0	4.0	8.0	8.0	0	0	0	8.0	4.0	0	4.0	0	8.0	4.0	0	8.0	0	4.0	4.0	0	0	0	0	0	4.0	4.0	0	0	4.0	16.0	4.0	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0	0
english_clean_12.conllu	1	43	43.0	4.7560975609756095	4.651162790697675	6.976744186046512	4.651162790697675	6.976744186046512	9.30232558139535	13.953488372093023	23.25581395348837	2.3255813953488373	0	0	0	4.651162790697675	6.976744186046512	16.27906976744186	0.5121951219512195	100.0	0	0	0	0	57.142857142857146	0	42.857142857142854	0	0	0	100.0	100.0	66.66666666666667	0	33.333333333333336	0	50.0	50.0	7.0	100.0	2.857142857142857	14.285714285714286	0	28.571428571428573	14.285714285714286	28.571428571428573	14.285714285714286	0	6.0	6.142857142857143	33.0	3.025	33	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	6.976744186046512	2.3255813953488373	4.651162790697675	0	2.3255813953488373	4.651162790697675	6.976744186046512	9.30232558139535	0	0	0	9.30232558139535	0	0	13.953488372093023	0	6.976744186046512	2.3255813953488373	0	0	0	4.651162790697675	2.3255813953488373	6.976744186046512	4.651162790697675	0	0	2.3255813953488373	4.651162790697675	2.3255813953488373	2.3255813953488373	20.0	80.0	100.0	0.0	1.3333333333333333	66.66666666666667	33.333333333333336	0	0
english_clean_13.conllu	1	28	28.0	4.423076923076923	7.142857142857143	10.714285714285714	0	10.714285714285714	7.142857142857143	10.714285714285714	25.0	0	0	7.142857142857143	0	7.142857142857143	3.5714285714285716	10.714285714285714	0.46153846153846156	100.0	0	0	0	0	33.333333333333336	0	66.66666666666667	0	0	33.333333333333336	66.66666666666667	100.0	100.0	0	0	0	0	100.0	4.0	100.0	2.6666666666666665	0	0	66.66666666666667	0	33.333333333333336	0	0	6.0	7.0	19.0	2.52	19	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	3.5714285714285716	3.5714285714285716	0	0	7.142857142857143	0	3.5714285714285716	3.5714285714285716	10.714285714285714	7.142857142857143	0	3.5714285714285716	0	3.5714285714285716	3.5714285714285716	0	10.714285714285714	0	3.5714285714285716	3.5714285714285716	0	0	7.142857142857143	3.5714285714285716	0	3.5714285714285716	7.142857142857143	0	0	0	7.142857142857143	3.5714285714285716	0	25.0	75.0	100.0	0.0	1.5	50.0	50.0	0	0
english_clean_14.conllu	1	24	24.0	5.0	4.166666666666667	16.666666666666668	12.5	4.166666666666667	8.333333333333334	8.333333333333334	20.833333333333332	4.166666666666667	0	4.166666666666667	0	12.5	0	4.166666666666667	0.47619047619047616	100.0	0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	6.0	24.0	6.0	2.3	6	1.0	1	100.0	0	0	0	0	0	100.0	0.0	0	0	0	8.333333333333334	4.166666666666667	0	0	4.166666666666667	16.666666666666668	8.333333333333334	0	4.166666666666667	0	12.5	0	0	4.166666666666667	0	0	4.166666666666667	0	0	0	4.166666666666667	4.166666666666667	0	8.333333333333334	0	0	0	12.5	4.166666666666667	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_15.conllu	1	35	35.0	5.464285714285714	5.714285714285714	11.428571428571429	0	0	2.857142857142857	11.428571428571429	22.857142857142858	0	2.857142857142857	2.857142857142857	11.428571428571429	20.0	0	8.571428571428571	0.6071428571428571	0	100.0	0	100.0	66.66666666666667	0	33.333333333333336	0	100.0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.6666666666666665	0	0	66.66666666666667	0	33.333333333333336	0	0	7.0	11.666666666666666	12.0	2.7037037037037037	12	1.0	3	100.0	0	0	0	0.0	100.0	100.0	0.0	2.857142857142857	2.857142857142857	0	0	5.714285714285714	0	0	0	11.428571428571429	2.857142857142857	0	2.857142857142857	0	8.571428571428571	0	0	11.428571428571429	0	2.857142857142857	8.571428571428571	0	0	5.714285714285714	0	0	8.571428571428571	2.857142857142857	0	0	0	20.0	2.857142857142857	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
english_clean_16.conllu	1	50	50.0	4.702127659574468	10.0	12.0	0	6.0	2.0	12.0	20.0	0	2.0	12.0	2.0	6.0	2.0	14.0	0.48936170212765956	100.0	0	0	100.0	42.857142857142854	14.285714285714286	14.285714285714286	28.571428571428573	100.0	0	33.333333333333336	66.66666666666667	100.0	100.0	0	0	0	33.333333333333336	66.66666666666667	8.0	100.0	2.5714285714285716	0	14.285714285714286	28.571428571428573	42.857142857142854	14.285714285714286	0	0	10.0	6.25	10.0	2.4565217391304346	10	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	2.0	4.0	4.0	0	8.0	0	2.0	2.0	12.0	2.0	2.0	0	0	2.0	2.0	0	10.0	0	4.0	4.0	0	8.0	8.0	2.0	0	6.0	8.0	0	0	0	6.0	2.0	0	14.285714285714286	85.71428571428571	83.33333333333333	16.666666666666668	1.2	80.0	20.0	0	0
english_clean_17.conllu	1	18	18.0	5.8	11.11111111111111	16.666666666666668	0	5.555555555555555	0	5.555555555555555	38.888888888888886	0	0	0	0	16.666666666666668	0	5.555555555555555	0.6666666666666666	100.0	0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	2.0	100.0	0.0	100.0	0	0	0	0	0	0	3.0	9.0	9.0	3.142857142857143	9	1.0	2	100.0	0	0	0	0	0	100.0	0.0	0	0	0	0	16.666666666666668	0	0	0	16.666666666666668	0	0	11.11111111111111	0	0	5.555555555555555	0	5.555555555555555	0	0	11.11111111111111	0	0	5.555555555555555	0	0	0	5.555555555555555	0	0	0	16.666666666666668	5.555555555555555	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_18.conllu	1	13	13.0	6.083333333333333	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	30.76923076923077	0	0	7.6923076923076925	0	7.6923076923076925	0	23.076923076923077	0.6666666666666666	50.0	50.0	0	100.0	33.333333333333336	33.333333333333336	0	33.333333333333336	100.0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	3.0	100.0	2.3333333333333335	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	4.0	4.333333333333333	3.0	1.5454545454545454	3	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	7.6923076923076925	0	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	0	0	0	0	7.6923076923076925	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
english_clean_19.conllu	1	28	28.0	6.56	10.714285714285714	10.714285714285714	7.142857142857143	7.142857142857143	3.5714285714285716	7.142857142857143	21.428571428571427	0	0	0	10.714285714285714	10.714285714285714	0	10.714285714285714	0.68	100.0	0	0	0	0	33.333333333333336	0	66.66666666666667	0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	3.0	100.0	3.0	33.333333333333336	0	0	0	33.333333333333336	33.333333333333336	0	4.0	9.333333333333334	8.0	2.6666666666666665	8	1.5	2	50.0	50.0	0	0	0	0	100.0	0.0	0	0	0	7.142857142857143	7.142857142857143	0	0	7.142857142857143	14.285714285714286	3.5714285714285716	0	14.285714285714286	0	3.5714285714285716	0	0	7.142857142857143	0	0	10.714285714285714	0	0	0	3.5714285714285716	0	0	3.5714285714285716	0	0	0	10.714285714285714	3.5714285714285716	3.5714285714285716	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
english_clean_20.conllu	1	20	20.0	6.444444444444445	15.0	5.0	5.0	0	5.0	5.0	30.0	0	5.0	5.0	0	10.0	0	15.0	0.7222222222222222	0	100.0	0	100.0	66.66666666666667	0	33.333333333333336	0	100.0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.6666666666666665	0	0	33.333333333333336	66.66666666666667	0	0	0	4.0	6.666666666666667	10.0	2.6470588235294117	10	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	5.0	5.0	5.0	15.0	0	0	0	5.0	5.0	0	0	0	5.0	0	0	5.0	0	5.0	5.0	0	0	10.0	0	0	15.0	0	0	0	0	10.0	5.0	0	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0	0
english_clean_21.conllu	1	26	26.0	4.318181818181818	7.6923076923076925	15.384615384615385	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	23.076923076923077	0	3.8461538461538463	11.538461538461538	0	15.384615384615385	0	0	0.45454545454545453	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	2.0	100.0	0	0	0	0	0	0	0	0	2.0	13.0	11.0	2.5714285714285716	11	1.0	2	100.0	0	0	0	0	0	100.0	0.0	0	0	0	11.538461538461538	3.8461538461538463	0	0	0	15.384615384615385	0	0	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0	7.6923076923076925	3.8461538461538463	3.8461538461538463	11.538461538461538	0	0	0	7.6923076923076925	0	0	0	15.384615384615385	3.8461538461538463	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
english_clean_22.conllu	1	29	29.0	5.222222222222222	13.793103448275861	24.137931034482758	3.4482758620689653	3.4482758620689653	3.4482758620689653	6.896551724137931	34.48275862068966	0	0	0	0	6.896551724137931	0	3.4482758620689653	0.5925925925925926	100.0	0	0	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	29.0	21.0	2.9615384615384617	21	1.25	4	75.0	25.0	0	0	0	0	100.0	0.0	0	0	0	3.4482758620689653	13.793103448275861	0	3.4482758620689653	0	24.137931034482758	3.4482758620689653	0	3.4482758620689653	0	3.4482758620689653	0	0	6.896551724137931	0	0	17.24137931034483	0	0	3.4482758620689653	0	0	0	6.896551724137931	0	0	0	6.896551724137931	3.4482758620689653	0	100.0	0.0	0	0	0	0	0	0	0
english_clean_23.conllu	1	20	20.0	5.388888888888889	5.0	15.0	5.0	5.0	5.0	5.0	35.0	0	5.0	0	0	10.0	0	10.0	0.6111111111111112	100.0	0	0	0	0	0	50.0	50.0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	5.0	10.0	5.0	1.8823529411764706	5	2.0	1	0	100.0	0	0	0.0	100.0	100.0	0.0	0	0	0	5.0	5.0	0	5.0	0	15.0	5.0	0	5.0	0	5.0	0	0	5.0	0	5.0	10.0	0	0	5.0	0	0	5.0	5.0	0	0	0	10.0	5.0	5.0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
english_clean_24.conllu	1	37	37.0	4.875	10.81081081081081	16.216216216216218	0	2.7027027027027026	2.7027027027027026	16.216216216216218	37.83783783783784	0	0	0	0	13.513513513513514	0	0	0.5625	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	100.0	0	1.0	100.0	0	0	0	0	0	0	0	0	5.0	37.0	17.0	3.032258064516129	17	1.5	4	50.0	50.0	0	0	0	0	100.0	0.0	0	0	0	0	10.81081081081081	0	0	0	16.216216216216218	2.7027027027027026	0	8.108108108108109	0	5.405405405405405	2.7027027027027026	0	16.216216216216218	0	0	16.216216216216218	0	0	2.7027027027027026	0	0	0	0	2.7027027027027026	0	0	13.513513513513514	2.7027027027027026	0	100.0	0.0	0	0	0	0	0	0	0
