Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_cc:preconj	dep_dist_ccomp	dep_dist_compound	dep_dist_compound:nn	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj:cop	dep_dist_det	dep_dist_fixed	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:gobj	dep_dist_nmod:gsubj	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nsubj:cop	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	dep_dist_xcomp:ds	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_4
finnish_clean_1.conllu	1	11	11.0	6.7	9.090909090909092	9.090909090909092	0	9.090909090909092	9.090909090909092	45.45454545454545	0	0	9.090909090909092	9.090909090909092	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	11.0	7.0	2.7777777777777777	7	0	0	0	0	0	100.0	0.0	0	0	0	0	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	0	0	0	0	9.090909090909092	9.090909090909092	0	0	0	0	0	0	0	18.181818181818183	0	9.090909090909092	0	0	9.090909090909092	0	9.090909090909092	9.090909090909092	0	0	100.0	0.0	0	0	0	0	0	0
finnish_clean_2.conllu	1	17	17.0	7.0	11.764705882352942	0	5.882352941176471	5.882352941176471	11.764705882352942	17.647058823529413	5.882352941176471	17.647058823529413	0	11.764705882352942	0	11.764705882352942	0	0.5333333333333333	100.0	0	100.0	50.0	50.0	0	100.0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	0	0	100.0	3.0	100.0	3.5	0	0	0	50.0	50.0	0	0	3.0	5.666666666666667	9.0	2.2857142857142856	9	0	0	0	100.0	0.0	100.0	0.0	0	0	5.882352941176471	5.882352941176471	5.882352941176471	0	0	0	0	11.764705882352942	0	0	0	0	0	11.764705882352942	5.882352941176471	0	0	0	0	0	0	0	0	5.882352941176471	5.882352941176471	5.882352941176471	5.882352941176471	11.764705882352942	0	11.764705882352942	5.882352941176471	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
finnish_clean_3.conllu	1	14	14.0	5.0	0	7.142857142857143	0	0	21.428571428571427	35.714285714285715	0	7.142857142857143	7.142857142857143	14.285714285714286	0	7.142857142857143	0	0.5833333333333334	100.0	0	100.0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	14.0	11.0	3.090909090909091	11	1.0	1	100.0	50.0	50.0	100.0	0.0	0	0	0	0	0	0	0	0	7.142857142857143	21.428571428571427	0	0	0	0	0	21.428571428571427	0	0	0	0	0	7.142857142857143	7.142857142857143	0	0	7.142857142857143	0	0	7.142857142857143	0	0	14.285714285714286	7.142857142857143	0	0	100.0	0.0	0	0	0	0	0	0
finnish_clean_4.conllu	1	12	12.0	5.636363636363637	0	0	16.666666666666668	8.333333333333334	8.333333333333334	50.0	0	8.333333333333334	0	8.333333333333334	0	0	0	0.7272727272727273	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	100.0	0	0	0	100.0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	12.0	5.0	2.0	5	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	0	8.333333333333334	0	0	0	0	0	8.333333333333334	8.333333333333334	0	0	0	0	0	0	0	33.333333333333336	0	8.333333333333334	0	0	16.666666666666668	0	8.333333333333334	8.333333333333334	0	0	100.0	0.0	0	0	0	0	0	0
finnish_clean_5.conllu	1	12	12.0	6.090909090909091	0	0	25.0	0	8.333333333333334	33.333333333333336	0	8.333333333333334	0	8.333333333333334	0	16.666666666666668	0	0.8181818181818182	100.0	0	100.0	50.0	0	50.0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	3.0	6.0	5.0	1.9	5	0	0	0	0	0	0.0	100.0	0	0	0	16.666666666666668	0	0	0	0	0	8.333333333333334	0	0	0	0	0	8.333333333333334	0	0	0	0	0	0	0	0	16.666666666666668	8.333333333333334	0	0	0	16.666666666666668	0	8.333333333333334	8.333333333333334	0	8.333333333333334	50.0	50.0	100.0	0.0	1.0	100.0	0	0
finnish_clean_6.conllu	1	20	20.0	7.125	0	0	5.0	0	10.0	35.0	0	10.0	5.0	20.0	5.0	10.0	0	0.6875	100.0	0	100.0	50.0	0	50.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.0	50.0	0	0	0	0	0	50.0	3.0	10.0	15.0	3.2	15	0	0	0	50.0	50.0	100.0	0.0	5.0	0	5.0	5.0	0	0	0	0	0	10.0	0	0	0	0	0	10.0	0	0	0	0	5.0	15.0	5.0	0	0	5.0	0	0	5.0	5.0	0	20.0	5.0	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
finnish_clean_7.conllu	1	17	17.0	6.928571428571429	0	0	5.882352941176471	0	17.647058823529413	41.1764705882353	0	5.882352941176471	5.882352941176471	17.647058823529413	0	5.882352941176471	0	0.7142857142857143	100.0	0	100.0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	4.0	17.0	13.0	3.3076923076923075	13	0	0	0	100.0	0.0	0	0	0	0	0	5.882352941176471	0	0	0	0	0	17.647058823529413	0	0	0	0	0	17.647058823529413	0	0	5.882352941176471	0	0	0	0	0	11.764705882352942	0	0	0	5.882352941176471	11.764705882352942	0	17.647058823529413	5.882352941176471	0	0	100.0	0.0	0	0	0	0	0	0
finnish_clean_8.conllu	1	14	14.0	6.75	7.142857142857143	0	7.142857142857143	14.285714285714286	7.142857142857143	28.571428571428573	0	7.142857142857143	0	14.285714285714286	0	14.285714285714286	0	0.6666666666666666	100.0	0	100.0	50.0	0	50.0	0	0	0	0	100.0	0	0	0	50.0	0	50.0	0	0	0	100.0	2.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	7.0	7.0	2.272727272727273	7	0	0	0	0.0	100.0	100.0	0.0	0	0	0	7.142857142857143	7.142857142857143	0	7.142857142857143	7.142857142857143	0	7.142857142857143	0	0	0	0	0	7.142857142857143	0	0	0	0	0	0	0	0	7.142857142857143	7.142857142857143	0	0	14.285714285714286	7.142857142857143	0	14.285714285714286	7.142857142857143	0	0	100.0	0.0	0	0	0	0	0	0
finnish_clean_9.conllu	1	16	16.0	7.214285714285714	0	6.25	0	0	25.0	43.75	0	0	6.25	12.5	0	6.25	0	0.6428571428571429	100.0	0	100.0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	16.0	11.0	3.1538461538461537	11	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	0	0	6.25	25.0	0	0	0	0	0	31.25	0	0	0	0	0	0	0	0	0	6.25	0	0	6.25	6.25	0	12.5	6.25	0	0	100.0	0.0	0	0	0	0	0	0
finnish_clean_10.conllu	1	15	15.0	8.076923076923077	13.333333333333334	0	6.666666666666667	20.0	0	20.0	0	13.333333333333334	6.666666666666667	13.333333333333334	0	6.666666666666667	0	0.6153846153846154	100.0	0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	33.333333333333336	0	66.66666666666667	0	0	0	100.0	3.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	5.0	8.0	2.4166666666666665	8	0	0	0	0.0	100.0	50.0	50.0	0	0	0	6.666666666666667	6.666666666666667	0	6.666666666666667	0	0	0	0	0	0	0	0	0	13.333333333333334	0	0	0	0	0	0	0	13.333333333333334	6.666666666666667	6.666666666666667	0	6.666666666666667	13.333333333333334	0	13.333333333333334	6.666666666666667	0	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0
finnish_clean_11.conllu	1	5	5.0	10.75	0	0	0	0	0	60.0	0	0	0	20.0	0	20.0	0	1.0	0	100.0	100.0	100.0	0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	5.0	1.0	1.0	1	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	20.0	0	0	0	20.0	0	20.0	20.0	0	0	100.0	0.0	0	0	0	0	0	0
finnish_clean_12.conllu	1	21	21.0	7.894736842105263	9.523809523809524	4.761904761904762	14.285714285714286	4.761904761904762	0	28.571428571428573	0	9.523809523809524	4.761904761904762	9.523809523809524	0	14.285714285714286	0	0.7894736842105263	100.0	0	100.0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	0	100.0	0	100.0	100.0	100.0	0	0	0	0	0	100.0	3.0	100.0	4.333333333333333	0	0	0	33.333333333333336	33.333333333333336	0	33.333333333333336	4.0	7.0	6.0	2.4444444444444446	6	0	0	0	100.0	0.0	100.0	0.0	0	4.761904761904762	0	9.523809523809524	9.523809523809524	0	0	4.761904761904762	4.761904761904762	0	0	0	0	0	0	0	0	0	0	4.761904761904762	0	0	0	0	4.761904761904762	4.761904761904762	0	0	4.761904761904762	28.571428571428573	0	9.523809523809524	4.761904761904762	4.761904761904762	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
finnish_clean_13.conllu	1	18	18.0	5.875	5.555555555555555	11.11111111111111	11.11111111111111	5.555555555555555	0	22.22222222222222	0	16.666666666666668	0	11.11111111111111	5.555555555555555	11.11111111111111	0	0.5625	0	100.0	100.0	50.0	0	50.0	100.0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	0	100.0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	5.0	9.0	6.0	2.3333333333333335	6	0	0	0	100.0	0.0	0	0	0	0	0	11.11111111111111	0	0	5.555555555555555	0	11.11111111111111	0	0	5.555555555555555	0	0	0	0	0	0	5.555555555555555	0	5.555555555555555	0	0	0	16.666666666666668	0	0	0	5.555555555555555	11.11111111111111	0	11.11111111111111	5.555555555555555	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
finnish_clean_14.conllu	1	19	19.0	7.777777777777778	5.2631578947368425	0	15.789473684210526	0	10.526315789473685	26.31578947368421	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	26.31578947368421	0	0.7777777777777778	0	100.0	100.0	40.0	60.0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	100.0	2.6	0	40.0	20.0	0	20.0	20.0	0	3.0	3.8	9.0	2.6470588235294117	9	0	0	0	25.0	75.0	0	0	0	0	15.789473684210526	15.789473684210526	5.2631578947368425	0	0	0	0	10.526315789473685	0	0	0	0	0	10.526315789473685	0	0	0	0	5.2631578947368425	0	0	0	0	0	0	5.2631578947368425	21.05263157894737	0	0	5.2631578947368425	5.2631578947368425	0	0	25.0	75.0	66.66666666666667	33.333333333333336	1.0	100.0	0	0
finnish_clean_15.conllu	1	8	8.0	6.857142857142857	0	0	25.0	12.5	0	25.0	0	0	0	12.5	0	25.0	0	0.8571428571428571	0	0	0	0	100.0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	0	0	100.0	2.0	100.0	2.5	0	50.0	0	0	50.0	0	0	2.0	4.0	3.0	1.8333333333333333	3	0	0	0	0.0	100.0	100.0	0.0	0	0	12.5	25.0	0	0	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	0	0	12.5	0	0	12.5	12.5	0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
finnish_clean_16.conllu	1	11	11.0	10.11111111111111	0	0	9.090909090909092	0	9.090909090909092	54.54545454545455	0	0	0	18.181818181818183	0	9.090909090909092	0	0.8888888888888888	0	100.0	100.0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	11.0	7.0	2.75	7	0	0	0	100.0	0.0	100.0	0.0	0	0	0	9.090909090909092	0	0	0	0	0	9.090909090909092	0	0	0	0	0	18.181818181818183	0	0	0	0	0	0	9.090909090909092	0	9.090909090909092	9.090909090909092	0	0	0	9.090909090909092	0	18.181818181818183	9.090909090909092	0	0	100.0	0.0	0	0	0	0	0	0
finnish_clean_17.conllu	1	19	19.0	8.066666666666666	0	10.526315789473685	0	0	10.526315789473685	42.10526315789474	0	5.2631578947368425	0	21.05263157894737	0	10.526315789473685	0	0.6666666666666666	0	100.0	100.0	50.0	50.0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	4.0	9.5	8.0	2.142857142857143	8	1.0	1	100.0	0	0	100.0	0.0	0	0	0	0	0	0	0	0	10.526315789473685	10.526315789473685	0	0	0	5.2631578947368425	0	10.526315789473685	0	0	5.2631578947368425	0	0	5.2631578947368425	0	0	10.526315789473685	5.2631578947368425	0	0	0	5.2631578947368425	0	21.05263157894737	5.2631578947368425	5.2631578947368425	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
finnish_clean_18.conllu	1	26	26.0	7.565217391304348	7.6923076923076925	0	11.538461538461538	11.538461538461538	0	30.76923076923077	0	11.538461538461538	0	11.538461538461538	3.8461538461538463	11.538461538461538	0	0.6956521739130435	100.0	0	100.0	33.333333333333336	33.333333333333336	33.333333333333336	0	100.0	0	0	0	0	100.0	100.0	66.66666666666667	33.333333333333336	0	0	0	0	100.0	4.0	100.0	3.0	0	33.333333333333336	0	0	66.66666666666667	0	0	4.0	6.5	6.0	2.3181818181818183	6	0	0	0	50.0	50.0	100.0	0.0	0	3.8461538461538463	3.8461538461538463	11.538461538461538	3.8461538461538463	0	3.8461538461538463	3.8461538461538463	0	0	0	0	0	0	0	0	3.8461538461538463	0	3.8461538461538463	0	3.8461538461538463	0	3.8461538461538463	0	11.538461538461538	3.8461538461538463	0	0	3.8461538461538463	15.384615384615385	0	11.538461538461538	3.8461538461538463	3.8461538461538463	0	25.0	75.0	66.66666666666667	33.333333333333336	1.5	50.0	50.0	0
finnish_clean_19.conllu	1	11	11.0	11.1	9.090909090909092	0	0	0	0	54.54545454545455	0	0	0	9.090909090909092	0	27.272727272727273	0	1.0	0	100.0	100.0	33.333333333333336	0	66.66666666666667	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	1.6666666666666667	0	66.66666666666667	0	33.333333333333336	0	0	0	5.0	3.6666666666666665	7.0	2.0	7	0	0	0	66.66666666666667	33.333333333333336	100.0	0.0	18.181818181818183	0	0	0	9.090909090909092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	0	0	18.181818181818183	0	0	18.181818181818183	9.090909090909092	0	9.090909090909092	9.090909090909092	0	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
finnish_clean_20.conllu	1	7	7.0	11.666666666666666	0	0	14.285714285714286	0	0	42.857142857142854	0	0	0	14.285714285714286	0	28.571428571428573	0	1.0	0	100.0	100.0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	3.0	3.5	2.0	1.2	2	0	0	0	50.0	50.0	100.0	0.0	14.285714285714286	0	0	14.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.285714285714286	0	0	28.571428571428573	0	0	14.285714285714286	14.285714285714286	0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0
finnish_clean_21.conllu	1	19	19.0	8.941176470588236	15.789473684210526	0	15.789473684210526	5.2631578947368425	5.2631578947368425	26.31578947368421	0	5.2631578947368425	0	10.526315789473685	0	15.789473684210526	0	0.8235294117647058	0	100.0	100.0	33.333333333333336	0	66.66666666666667	100.0	0	0	0	0	0	100.0	100.0	100.0	0	0	0	0	0	100.0	3.0	100.0	3.3333333333333335	33.333333333333336	0	0	0	33.333333333333336	0	33.333333333333336	3.0	6.333333333333333	14.0	3.125	14	0	0	0	75.0	25.0	0	0	5.2631578947368425	0	0	15.789473684210526	10.526315789473685	0	0	5.2631578947368425	0	5.2631578947368425	0	0	0	0	0	5.2631578947368425	0	0	0	0	0	5.2631578947368425	5.2631578947368425	0	0	0	0	0	15.789473684210526	10.526315789473685	0	10.526315789473685	5.2631578947368425	0	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0
finnish_clean_22.conllu	1	3	3.0	16.5	33.333333333333336	0	0	0	0	33.333333333333336	0	0	0	33.333333333333336	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	1.0	0	1.0	1.0	1	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	33.333333333333336	0	0	0	0	0	0	0	0	0	0
finnish_clean_23.conllu	1	17	17.0	9.285714285714286	5.882352941176471	0	11.764705882352942	0	5.882352941176471	35.294117647058826	0	5.882352941176471	0	17.647058823529413	0	17.647058823529413	0	0.8571428571428571	0	100.0	100.0	66.66666666666667	33.333333333333336	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	3.0	0	0	66.66666666666667	0	0	33.333333333333336	0	4.0	5.666666666666667	9.0	2.923076923076923	9	0	0	0	0.0	100.0	100.0	0.0	0	5.882352941176471	0	11.764705882352942	5.882352941176471	0	0	0	0	5.882352941176471	0	0	0	0	0	5.882352941176471	0	0	0	0	0	0	0	0	0	11.764705882352942	0	0	11.764705882352942	11.764705882352942	0	17.647058823529413	5.882352941176471	5.882352941176471	0	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0
finnish_clean_24.conllu	1	25	25.0	5.409090909090909	16.0	0	16.0	16.0	0	12.0	0	12.0	4.0	12.0	8.0	4.0	0	0.5909090909090909	0	0	0	0	0	100.0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	25.0	0	0	75.0	3.0	100.0	4.0	0	0	0	0	100.0	0	0	4.0	8.333333333333334	7.0	2.6666666666666665	7	0	0	0	0.0	100.0	100.0	0.0	0	0	8.0	12.0	8.0	0	8.0	0	0	0	0	0	0	0	0	0	8.0	0	0	4.0	8.0	0	0	0	0	4.0	8.0	0	4.0	8.0	4.0	12.0	4.0	0	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0
