Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Ind	verbs_form_dist_Conv	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_csubj:pass	dep_dist_det	dep_dist_flat	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3
greek_clean_1.conllu	1	19	19.0	4.764705882352941	10.526315789473685	5.2631578947368425	0	5.2631578947368425	10.526315789473685	26.31578947368421	26.31578947368421	0	0	0	5.2631578947368425	10.526315789473685	0	0	0	0	0.47058823529411764	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	100.0	0	100.0	0.0	0.0	0	0	0	0	0	0	0	0	4.0	0	5.0	2.0625	5	0	0	0	0	0	0	0	0.0	100.0	0	0	0	0	10.526315789473685	0	0	5.2631578947368425	10.526315789473685	0	10.526315789473685	5.2631578947368425	0	0	26.31578947368421	0	0	5.2631578947368425	5.2631578947368425	0	0	0	5.2631578947368425	0	10.526315789473685	5.2631578947368425	0	0	0	0	0	0	0	0	0
greek_clean_2.conllu	1	21	21.0	4.894736842105263	4.761904761904762	14.285714285714286	9.523809523809524	0	9.523809523809524	9.523809523809524	19.047619047619047	4.761904761904762	0	0	0	9.523809523809524	4.761904761904762	0	14.285714285714286	0	0.5263157894736842	100.0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	3.0	100.0	3.3333333333333335	0	0	0	66.66666666666667	33.333333333333336	0	0	3.0	7.0	11.0	2.8333333333333335	11	0	0	0	0	0	0.0	100.0	0	0	0	0	4.761904761904762	9.523809523809524	4.761904761904762	0	0	14.285714285714286	9.523809523809524	0	4.761904761904762	0	0	0	9.523809523809524	0	4.761904761904762	0	0	0	4.761904761904762	4.761904761904762	14.285714285714286	0	9.523809523809524	4.761904761904762	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_3.conllu	1	19	19.0	4.833333333333333	0	5.2631578947368425	0	0	15.789473684210526	31.57894736842105	31.57894736842105	0	0	0	5.2631578947368425	5.2631578947368425	0	0	5.2631578947368425	0	0.4444444444444444	100.0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	6.0	19.0	5.0	1.8235294117647058	5	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	0	5.2631578947368425	15.789473684210526	0	10.526315789473685	0	0	0	31.57894736842105	0	0	10.526315789473685	5.2631578947368425	0	0	5.2631578947368425	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0
greek_clean_4.conllu	1	16	16.0	5.133333333333334	6.25	12.5	0	6.25	6.25	12.5	43.75	0	0	6.25	0	6.25	0	0	0	0	0.5333333333333333	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	100.0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	5.0	16.0	5.0	1.5714285714285714	5	1.0	1	100.0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	12.5	6.25	0	6.25	6.25	0	0	12.5	0	0	31.25	6.25	0	0	0	6.25	0	6.25	6.25	0	100.0	0.0	0	0	0	0	0	0
greek_clean_5.conllu	1	19	19.0	4.176470588235294	0	10.526315789473685	10.526315789473685	0	5.2631578947368425	26.31578947368421	31.57894736842105	0	0	0	0	10.526315789473685	0	0	5.2631578947368425	0	0.5294117647058824	100.0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	19.0	5.0	2.0	5	1.0	1	100.0	0	0	0	0	100.0	0.0	0	0	0	5.2631578947368425	0	0	0	15.789473684210526	5.2631578947368425	0	5.2631578947368425	0	0	0	26.31578947368421	0	0	15.789473684210526	0	5.2631578947368425	0	0	5.2631578947368425	0	10.526315789473685	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0
greek_clean_6.conllu	1	34	34.0	4.32258064516129	0	17.647058823529413	5.882352941176471	0	5.882352941176471	26.470588235294116	23.529411764705884	0	0	5.882352941176471	2.9411764705882355	8.823529411764707	0	0	2.9411764705882355	0	0.3870967741935484	100.0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	7.0	34.0	14.0	2.3333333333333335	14	2.6666666666666665	3	0	33.333333333333336	66.66666666666667	0.0	100.0	100.0	0.0	0	0	0	2.9411764705882355	0	0	0	20.58823529411765	5.882352941176471	0	5.882352941176471	0	0	0	29.41176470588235	0	0	17.647058823529413	2.9411764705882355	0	0	2.9411764705882355	0	0	8.823529411764707	2.9411764705882355	0	100.0	0.0	0	0	0	0	0	0
greek_clean_7.conllu	1	25	25.0	5.0476190476190474	0	8.0	12.0	0	8.0	16.0	28.0	0	0	4.0	4.0	16.0	0	0	4.0	0	0.5714285714285714	100.0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	4.0	25.0	13.0	2.55	13	0	0	0	0	0	0	0	100.0	0.0	0	0	0	4.0	0	0	0	16.0	8.0	0	12.0	0	0	0	20.0	0	0	4.0	0	4.0	0	0	12.0	0	16.0	4.0	0	100.0	0.0	0	0	0	0	0	0
greek_clean_8.conllu	1	19	19.0	5.117647058823529	10.526315789473685	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	21.05263157894737	15.789473684210526	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	10.526315789473685	0	0	10.526315789473685	0	0.47058823529411764	100.0	0	100.0	0	50.0	50.0	0	0	0	100.0	100.0	0	100.0	100.0	0	100.0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	3.0	9.5	9.0	2.3125	9	0	0	0	0	0	0.0	100.0	50.0	50.0	0	0	0	5.2631578947368425	10.526315789473685	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	5.2631578947368425	0	0	0	21.05263157894737	0	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	0	10.526315789473685	5.2631578947368425	0	100.0	0.0	0	0	0	0	0	0
greek_clean_9.conllu	1	26	26.0	5.260869565217392	3.8461538461538463	3.8461538461538463	3.8461538461538463	0	11.538461538461538	30.76923076923077	26.923076923076923	0	0	0	3.8461538461538463	11.538461538461538	0	0	3.8461538461538463	0	0.4782608695652174	100.0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	26.0	16.0	3.4545454545454546	16	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	3.8461538461538463	3.8461538461538463	0	0	3.8461538461538463	11.538461538461538	0	19.23076923076923	0	0	0	30.76923076923077	0	0	0	3.8461538461538463	0	0	3.8461538461538463	3.8461538461538463	0	11.538461538461538	3.8461538461538463	0	100.0	0.0	0	0	0	0	0	0
greek_clean_10.conllu	1	20	20.0	5.055555555555555	15.0	0	0	5.0	0	15.0	10.0	0	5.0	5.0	15.0	10.0	10.0	0	10.0	0	0.5555555555555556	100.0	0	100.0	0	100.0	0	0	100.0	0	0	100.0	0	100.0	100.0	0	100.0	3.0	100.0	3.5	0	0	0	50.0	50.0	0	0	4.0	6.666666666666667	14.0	2.823529411764706	14	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	5.0	5.0	15.0	0	0	0	0	0	0	5.0	0	0	15.0	0	10.0	5.0	15.0	0	0	10.0	0	0	10.0	5.0	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
greek_clean_11.conllu	1	28	28.0	5.0	10.714285714285714	14.285714285714286	3.5714285714285716	7.142857142857143	0	14.285714285714286	10.714285714285714	3.5714285714285716	0	0	0	17.857142857142858	3.5714285714285716	0	10.714285714285714	3.5714285714285716	0.43478260869565216	50.0	50.0	100.0	0	100.0	0	0	0	33.333333333333336	66.66666666666667	0	100.0	100.0	100.0	0	100.0	4.0	100.0	2.0	0	0	100.0	0	0	0	0	5.0	7.0	15.0	2.8636363636363638	15	0	0	0	0	0	0	0	100.0	0.0	0	0	3.5714285714285716	3.5714285714285716	10.714285714285714	0	3.5714285714285716	10.714285714285714	0	7.142857142857143	0	3.5714285714285716	0	0	14.285714285714286	0	7.142857142857143	3.5714285714285716	3.5714285714285716	0	0	0	3.5714285714285716	3.5714285714285716	17.857142857142858	3.5714285714285716	0	25.0	75.0	100.0	0.0	3.0	0	0	100.0
greek_clean_12.conllu	1	37	37.0	4.571428571428571	10.81081081081081	2.7027027027027026	0	16.216216216216218	8.108108108108109	16.216216216216218	29.72972972972973	2.7027027027027026	0	0	5.405405405405405	5.405405405405405	0	0	2.7027027027027026	0	0.5142857142857142	100.0	0	100.0	0	100.0	0	0	0	100.0	0	0	100.0	100.0	100.0	0	100.0	1.0	0.0	1.0	0	100.0	0	0	0	0	0	9.0	37.0	8.0	2.3529411764705883	8	0	0	0	0	0	0.0	100.0	0.0	100.0	0	0	0	0	13.513513513513514	0	16.216216216216218	2.7027027027027026	8.108108108108109	0	16.216216216216218	0	0	0	16.216216216216218	0	0	10.81081081081081	2.7027027027027026	0	0	5.405405405405405	0	0	5.405405405405405	2.7027027027027026	0	0	0	0	0	0	0	0	0
greek_clean_13.conllu	1	28	28.0	4.7727272727272725	7.142857142857143	3.5714285714285716	0	0	0	25.0	14.285714285714286	3.5714285714285716	0	10.714285714285714	3.5714285714285716	21.428571428571427	0	0	10.714285714285714	0	0.45454545454545453	100.0	0	100.0	0	100.0	0	0	66.66666666666667	0	33.333333333333336	0	0	0	0	0	0	3.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	4.0	9.333333333333334	12.0	2.7142857142857144	12	0	0	0	0	0	50.0	50.0	66.66666666666667	33.333333333333336	0	7.142857142857143	0	0	7.142857142857143	0	0	3.5714285714285716	0	0	0	0	0	0	28.571428571428573	0	0	3.5714285714285716	0	10.714285714285714	0	7.142857142857143	7.142857142857143	0	21.428571428571427	3.5714285714285716	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0
greek_clean_14.conllu	1	20	20.0	6.470588235294118	0	10.0	10.0	0	5.0	10.0	35.0	0	0	5.0	0	15.0	5.0	0	5.0	0	0.5882352941176471	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	3.0	20.0	9.0	2.4375	9	1.0	1	100.0	0	0	0	0	100.0	0.0	0	0	0	10.0	0	0	0	10.0	5.0	0	10.0	0	0	0	15.0	0	5.0	15.0	0	5.0	0	0	5.0	0	15.0	5.0	0	100.0	0.0	0	0	0	0	0	0
greek_clean_15.conllu	1	42	42.0	4.972222222222222	2.380952380952381	7.142857142857143	4.761904761904762	2.380952380952381	2.380952380952381	21.428571428571427	21.428571428571427	0	0	7.142857142857143	2.380952380952381	14.285714285714286	0	0	9.523809523809524	4.761904761904762	0.4722222222222222	0	100.0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	4.0	100.0	2.75	0	0	25.0	75.0	0	0	0	9.0	10.5	9.0	2.342857142857143	9	1.0	1	100.0	0	0	0.0	100.0	100.0	0.0	0	4.761904761904762	2.380952380952381	4.761904761904762	2.380952380952381	0	2.380952380952381	4.761904761904762	2.380952380952381	0	7.142857142857143	0	0	0	21.428571428571427	2.380952380952381	2.380952380952381	7.142857142857143	7.142857142857143	0	0	7.142857142857143	4.761904761904762	0	14.285714285714286	2.380952380952381	0	25.0	75.0	100.0	0.0	1.0	100.0	0	0
greek_clean_16.conllu	1	44	44.0	5.25	4.545454545454546	9.090909090909092	4.545454545454546	2.272727272727273	0	22.727272727272727	18.181818181818183	0	0	9.090909090909092	4.545454545454546	9.090909090909092	2.272727272727273	0	13.636363636363637	0	0.5	50.0	50.0	100.0	16.666666666666668	83.33333333333333	0	0	40.0	20.0	40.0	0	0	0	0	0	0	6.0	100.0	2.5	0	33.333333333333336	16.666666666666668	16.666666666666668	33.333333333333336	0	0	7.0	7.333333333333333	36.0	3.7948717948717947	36	0	0	0	0	0	0.0	100.0	66.66666666666667	33.333333333333336	0	2.272727272727273	4.545454545454546	4.545454545454546	2.272727272727273	0	2.272727272727273	6.818181818181818	0	0	2.272727272727273	0	0	2.272727272727273	22.727272727272727	0	4.545454545454546	15.909090909090908	2.272727272727273	2.272727272727273	0	6.818181818181818	6.818181818181818	0	9.090909090909092	2.272727272727273	0	20.0	80.0	100.0	0.0	1.3333333333333333	66.66666666666667	33.333333333333336	0
greek_clean_17.conllu	1	19	19.0	5.294117647058823	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	0	26.31578947368421	26.31578947368421	0	0	5.2631578947368425	0	10.526315789473685	0	0	10.526315789473685	5.2631578947368425	0.5294117647058824	0	100.0	100.0	0	100.0	0	0	50.0	0	50.0	0	0	0	0	0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	6.0	9.5	4.0	1.6875	4	0	0	0	0	0	0.0	100.0	100.0	0.0	0	5.2631578947368425	0	0	5.2631578947368425	0	0	10.526315789473685	0	0	0	0	0	0	26.31578947368421	0	0	10.526315789473685	10.526315789473685	0	0	5.2631578947368425	10.526315789473685	0	10.526315789473685	5.2631578947368425	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_18.conllu	1	10	10.0	7.333333333333333	20.0	10.0	10.0	0	0	10.0	20.0	0	0	0	0	10.0	0	0	10.0	10.0	0.6666666666666666	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	10.0	4.0	1.875	4	0	0	0	0	0	0	0	100.0	0.0	0	0	0	10.0	20.0	0	0	10.0	0	0	0	0	0	0	10.0	10.0	0	0	0	10.0	0	0	10.0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0	0
greek_clean_19.conllu	1	28	28.0	6.269230769230769	21.428571428571427	10.714285714285714	3.5714285714285716	0	7.142857142857143	17.857142857142858	21.428571428571427	0	0	3.5714285714285716	0	7.142857142857143	0	0	7.142857142857143	0	0.5769230769230769	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	5.0	14.0	9.0	2.6	9	1.0	1	100.0	0	0	0	0	100.0	0.0	0	0	0	3.5714285714285716	17.857142857142858	0	0	10.714285714285714	7.142857142857143	0	7.142857142857143	0	0	0	17.857142857142858	0	0	10.714285714285714	0	3.5714285714285716	0	0	3.5714285714285716	3.5714285714285716	7.142857142857143	3.5714285714285716	3.5714285714285716	100.0	0.0	0	0	0	0	0	0
greek_clean_20.conllu	1	25	25.0	5.304347826086956	0	4.0	4.0	4.0	4.0	24.0	28.0	0	0	8.0	0	8.0	0	0	16.0	0	0.5217391304347826	0	100.0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	4.0	100.0	2.25	0	25.0	50.0	0	25.0	0	0	6.0	6.25	12.0	2.5454545454545454	12	0	0	0	0	0	0.0	100.0	100.0	0.0	0	4.0	0	4.0	0	0	4.0	4.0	4.0	0	4.0	0	0	0	28.0	0	0	12.0	8.0	0	0	8.0	4.0	0	8.0	4.0	4.0	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0
greek_clean_21.conllu	1	21	21.0	4.631578947368421	14.285714285714286	4.761904761904762	9.523809523809524	9.523809523809524	4.761904761904762	23.80952380952381	14.285714285714286	0	4.761904761904762	0	0	9.523809523809524	0	0	0	4.761904761904762	0.42105263157894735	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	100.0	2.0	100.0	0	0	0	0	0	0	0	0	3.0	10.5	7.0	2.9444444444444446	7	0	0	0	0	0	0	0	100.0	0.0	0	0	0	14.285714285714286	14.285714285714286	0	0	4.761904761904762	4.761904761904762	0	4.761904761904762	9.523809523809524	0	0	23.80952380952381	0	0	0	4.761904761904762	0	0	0	4.761904761904762	0	9.523809523809524	4.761904761904762	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_22.conllu	1	28	28.0	5.423076923076923	3.5714285714285716	17.857142857142858	7.142857142857143	0	3.5714285714285716	21.428571428571427	32.142857142857146	0	0	3.5714285714285716	0	7.142857142857143	0	0	3.5714285714285716	0	0.5	0	0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	6.0	28.0	23.0	2.96	23	1.5	2	50.0	50.0	0	0	0	100.0	0.0	0	0	0	7.142857142857143	3.5714285714285716	0	0	17.857142857142858	3.5714285714285716	0	3.5714285714285716	0	0	0	25.0	0	0	17.857142857142858	3.5714285714285716	0	0	0	7.142857142857143	0	7.142857142857143	3.5714285714285716	0	100.0	0.0	0	0	0	0	0	0
greek_clean_23.conllu	1	21	21.0	5.947368421052632	14.285714285714286	4.761904761904762	4.761904761904762	4.761904761904762	4.761904761904762	19.047619047619047	28.571428571428573	0	0	0	0	9.523809523809524	0	0	9.523809523809524	0	0.631578947368421	0	100.0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	10.5	8.0	2.3333333333333335	8	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	4.761904761904762	14.285714285714286	0	4.761904761904762	4.761904761904762	4.761904761904762	0	4.761904761904762	0	0	0	19.047619047619047	0	0	4.761904761904762	4.761904761904762	0	0	4.761904761904762	9.523809523809524	0	9.523809523809524	4.761904761904762	4.761904761904762	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_24.conllu	1	29	29.0	5.0	13.793103448275861	10.344827586206897	0	3.4482758620689653	3.4482758620689653	31.03448275862069	31.03448275862069	0	0	0	0	6.896551724137931	0	0	0	0	0.48148148148148145	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	100.0	0	1.0	100.0	0	0	0	0	0	0	0	0	5.0	29.0	9.0	2.3076923076923075	9	1.0	2	100.0	0	0	0	0	100.0	0.0	0	0	0	0	10.344827586206897	0	0	10.344827586206897	3.4482758620689653	0	6.896551724137931	3.4482758620689653	0	0	31.03448275862069	0	0	17.24137931034483	3.4482758620689653	0	0	0	3.4482758620689653	0	6.896551724137931	3.4482758620689653	0	100.0	0.0	0	0	0	0	0	0
greek_clean_25.conllu	1	20	20.0	5.529411764705882	0	5.0	10.0	5.0	0	20.0	25.0	0	0	0	0	15.0	5.0	0	10.0	5.0	0.5294117647058824	0	100.0	100.0	0	50.0	50.0	0	100.0	0	0	0	100.0	100.0	100.0	0	100.0	3.0	100.0	2.0	0	0	100.0	0	0	0	0	5.0	6.666666666666667	6.0	2.25	6	0	0	0	0	0	0	0	100.0	0.0	0	0	5.0	10.0	0	0	0	5.0	0	0	0	5.0	0	0	20.0	5.0	5.0	10.0	10.0	0	0	0	5.0	0	15.0	5.0	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
greek_clean_26.conllu	1	13	13.0	6.25	15.384615384615385	0	7.6923076923076925	0	7.6923076923076925	15.384615384615385	30.76923076923077	0	0	0	0	7.6923076923076925	0	0	15.384615384615385	0	0.75	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	3.0	6.5	5.0	2.1818181818181817	5	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	7.6923076923076925	15.384615384615385	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0	0	15.384615384615385	0	0	7.6923076923076925	15.384615384615385	0	0	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0	100.0	0.0	0	0	0	0	0	0
greek_clean_27.conllu	1	30	30.0	4.583333333333333	6.666666666666667	10.0	6.666666666666667	3.3333333333333335	6.666666666666667	16.666666666666668	20.0	3.3333333333333335	0	3.3333333333333335	3.3333333333333335	20.0	0	0	0	0	0.4583333333333333	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	4.0	30.0	10.0	3.0	10	3.0	1	0	0	100.0	0	0	0	0	0	0	0	3.3333333333333335	6.666666666666667	0	0	13.333333333333334	6.666666666666667	0	6.666666666666667	3.3333333333333335	0	0	16.666666666666668	0	0	16.666666666666668	0	0	0	0	3.3333333333333335	0	20.0	3.3333333333333335	0	100.0	0.0	0	0	0	0	0	0
greek_clean_28.conllu	1	28	28.0	5.5	14.285714285714286	7.142857142857143	7.142857142857143	0	7.142857142857143	17.857142857142858	17.857142857142858	0	0	0	7.142857142857143	7.142857142857143	3.5714285714285716	0	10.714285714285714	0	0.6153846153846154	33.333333333333336	66.66666666666667	100.0	0	100.0	0	0	33.333333333333336	0	66.66666666666667	0	0	0	0	0	0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	4.0	9.333333333333334	14.0	3.28	14	1.0	1	100.0	0	0	0	0	100.0	0.0	0	0	0	3.5714285714285716	14.285714285714286	0	0	10.714285714285714	7.142857142857143	3.5714285714285716	10.714285714285714	0	0	0	17.857142857142858	0	3.5714285714285716	3.5714285714285716	7.142857142857143	0	0	0	7.142857142857143	0	7.142857142857143	3.5714285714285716	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_29.conllu	1	11	11.0	5.7	18.181818181818183	9.090909090909092	9.090909090909092	0	9.090909090909092	18.181818181818183	18.181818181818183	0	0	0	0	9.090909090909092	0	0	9.090909090909092	0	0.6	100.0	0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	3.0	11.0	4.0	2.111111111111111	4	0	0	0	0	0	0	0	100.0	0.0	0	0	0	9.090909090909092	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	0	0	0	18.181818181818183	0	0	0	9.090909090909092	0	0	0	9.090909090909092	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0
greek_clean_30.conllu	1	25	25.0	5.818181818181818	8.0	16.0	0	0	0	28.0	32.0	0	0	0	0	12.0	0	0	4.0	0	0.5	100.0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	25.0	9.0	2.4761904761904763	9	1.0	2	100.0	0	0	0	0	100.0	0.0	0	0	0	0	8.0	0	0	16.0	0	0	0	0	0	0	28.0	0	0	20.0	4.0	0	0	0	8.0	0	12.0	4.0	0	100.0	0.0	0	0	0	0	0	0
greek_clean_31.conllu	1	21	21.0	6.684210526315789	4.761904761904762	9.523809523809524	9.523809523809524	0	4.761904761904762	14.285714285714286	23.80952380952381	0	0	4.761904761904762	0	9.523809523809524	4.761904761904762	0	14.285714285714286	0	0.5789473684210527	0	100.0	100.0	0	66.66666666666667	0	33.333333333333336	0	0	100.0	0	0	0	0	0	0	3.0	100.0	2.3333333333333335	33.333333333333336	0	0	33.333333333333336	33.333333333333336	0	0	4.0	7.0	9.0	2.6666666666666665	9	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	4.761904761904762	9.523809523809524	9.523809523809524	0	0	9.523809523809524	4.761904761904762	0	0	0	0	0	14.285714285714286	0	4.761904761904762	9.523809523809524	4.761904761904762	0	0	4.761904761904762	9.523809523809524	0	9.523809523809524	4.761904761904762	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
