Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound	dep_dist_conj	dep_dist_csubj	dep_dist_dep	dep_dist_det	dep_dist_dislocated	dep_dist_fixed	dep_dist_flat	dep_dist_nmod	dep_dist_nsubj	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2
korean_clean_1.conllu	1	10	10.0	3.111111111111111	0	0	20.0	10.0	20.0	0	20.0	0	0	20.0	10.0	0	0	0	0	0.6666666666666666	0.0	100.0	0	0	0	0	0	0	0	0	4.0	0	6.0	2.125	6	0	0	100.0	0.0	0	0	0	20.0	0	0	0	0	0	0	0	10.0	20.0	0	0	0	0	0	0	20.0	0	0	10.0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0
korean_clean_2.conllu	1	21	21.0	2.6315789473684212	4.761904761904762	0	9.523809523809524	4.761904761904762	4.761904761904762	0	33.333333333333336	4.761904761904762	14.285714285714286	0	9.523809523809524	4.761904761904762	0	9.523809523809524	0	0.631578947368421	2.0	0.0	1.5	50.0	0	0	50.0	0	0	0	5.0	10.5	11.0	2.9444444444444446	11	0	0	100.0	0.0	100.0	0.0	4.761904761904762	4.761904761904762	9.523809523809524	0	0	9.523809523809524	0	0	0	0	14.285714285714286	0	0	0	14.285714285714286	0	0	9.523809523809524	4.761904761904762	4.761904761904762	9.523809523809524	0	9.523809523809524	4.761904761904762	0	0.0	100.0	50.0	50.0	1.0	100.0	0
korean_clean_3.conllu	1	13	13.0	2.8181818181818183	0	0	15.384615384615385	0	23.076923076923077	0	23.076923076923077	0	0	7.6923076923076925	15.384615384615385	7.6923076923076925	0	7.6923076923076925	0	0.6363636363636364	1.0	0.0	3.0	0	0	0	100.0	0	0	0	4.0	13.0	7.0	2.3	7	0	0	0	0	100.0	0.0	0	0	15.384615384615385	0	0	0	0	0	7.6923076923076925	7.6923076923076925	23.076923076923077	0	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	15.384615384615385	7.6923076923076925	0	0	0	0	0	0	0	0
korean_clean_4.conllu	1	11	11.0	2.8	0	0	0	9.090909090909092	9.090909090909092	0	45.45454545454545	0	0	9.090909090909092	9.090909090909092	0	0	18.181818181818183	0	0.8	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	3.0	5.5	4.0	1.4444444444444444	4	0	0	0	0	100.0	0.0	0	0	0	0	0	18.181818181818183	0	0	0	9.090909090909092	9.090909090909092	0	0	0	18.181818181818183	0	0	18.181818181818183	9.090909090909092	0	0	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0
korean_clean_5.conllu	1	10	10.0	3.2222222222222223	0	0	30.0	10.0	10.0	0	20.0	0	0	10.0	10.0	0	0	10.0	0	0.7777777777777778	1.0	100.0	4.0	0	0	0	0	100.0	0	0	3.0	10.0	7.0	2.75	7	0	0	0	0	0	0	10.0	30.0	0	0	0	0	0	0	0	10.0	10.0	0	0	0	10.0	0	0	10.0	0	0	0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0
korean_clean_6.conllu	1	28	28.0	2.84	10.714285714285714	0	25.0	0	7.142857142857143	3.5714285714285716	32.142857142857146	0	0	3.5714285714285716	10.714285714285714	3.5714285714285716	0	3.5714285714285716	0	0.84	1.0	100.0	0.0	0	0	0	0	0	0	0	3.0	28.0	20.0	5.25	20	0	0	100.0	0.0	0	0	0	17.857142857142858	7.142857142857143	7.142857142857143	0	3.5714285714285716	0	3.5714285714285716	3.5714285714285716	3.5714285714285716	7.142857142857143	0	0	3.5714285714285716	7.142857142857143	3.5714285714285716	0	10.714285714285714	0	0	7.142857142857143	0	10.714285714285714	3.5714285714285716	0	100.0	0.0	0	0	0	0	0
korean_clean_7.conllu	1	19	19.0	2.888888888888889	5.2631578947368425	0	5.2631578947368425	0	21.05263157894737	5.2631578947368425	31.57894736842105	0	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	15.789473684210526	0	0.6666666666666666	3.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	8.0	6.333333333333333	17.0	5.764705882352941	17	0	0	100.0	0.0	100.0	0.0	10.526315789473685	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	0	0	10.526315789473685	0	5.2631578947368425	15.789473684210526	0	0	5.2631578947368425	5.2631578947368425	0	0	0	10.526315789473685	0	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0
korean_clean_8.conllu	1	14	14.0	3.25	0	0	7.142857142857143	0	0	0	28.571428571428573	0	7.142857142857143	14.285714285714286	14.285714285714286	7.142857142857143	0	21.428571428571427	0	0.8333333333333334	3.0	100.0	2.0	0	66.66666666666667	0	0	33.333333333333336	0	0	7.0	4.666666666666667	6.0	1.9090909090909092	6	0	0	100.0	0.0	100.0	0.0	14.285714285714286	0	14.285714285714286	0	0	0	0	0	7.142857142857143	14.285714285714286	0	0	0	0	7.142857142857143	0	0	0	7.142857142857143	0	14.285714285714286	0	14.285714285714286	7.142857142857143	0	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0
korean_clean_9.conllu	1	12	12.0	3.2222222222222223	0	0	0	0	25.0	0	33.333333333333336	0	0	8.333333333333334	25.0	0	0	8.333333333333334	0	0.6666666666666666	1.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	12.0	9.0	3.125	9	0	0	100.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	8.333333333333334	0	0	16.666666666666668	0	0	8.333333333333334	0	25.0	8.333333333333334	0	100.0	0.0	0	0	0	0	0
korean_clean_10.conllu	1	14	14.0	3.769230769230769	7.142857142857143	0	7.142857142857143	0	7.142857142857143	0	28.571428571428573	0	0	14.285714285714286	7.142857142857143	0	0	28.571428571428573	0	0.9230769230769231	4.0	100.0	1.5	25.0	25.0	25.0	25.0	0	0	0	6.0	3.5	11.0	2.8333333333333335	11	0	0	100.0	0.0	100.0	0.0	14.285714285714286	0	0	0	0	0	0	0	7.142857142857143	7.142857142857143	7.142857142857143	0	0	0	14.285714285714286	0	0	7.142857142857143	7.142857142857143	0	14.285714285714286	7.142857142857143	7.142857142857143	7.142857142857143	0	25.0	75.0	0.0	100.0	1.0	100.0	0
korean_clean_11.conllu	1	26	26.0	2.72	3.8461538461538463	0	3.8461538461538463	0	7.6923076923076925	0	30.76923076923077	3.8461538461538463	3.8461538461538463	3.8461538461538463	3.8461538461538463	15.384615384615385	0	23.076923076923077	0	0.68	6.0	100.0	2.0	33.333333333333336	0	33.333333333333336	0	33.333333333333336	0	0	8.0	4.333333333333333	16.0	3.875	16	0	0	100.0	0.0	100.0	0.0	7.6923076923076925	0	3.8461538461538463	7.6923076923076925	0	3.8461538461538463	0	0	15.384615384615385	3.8461538461538463	11.538461538461538	0	0	0	3.8461538461538463	3.8461538461538463	0	0	3.8461538461538463	3.8461538461538463	19.23076923076923	3.8461538461538463	3.8461538461538463	3.8461538461538463	0	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0
korean_clean_12.conllu	1	22	22.0	3.1176470588235294	0	0	4.545454545454546	0	0	0	45.45454545454545	0	4.545454545454546	13.636363636363637	22.727272727272727	0	0	9.090909090909092	0	0.9411764705882353	2.0	100.0	2.0	0	50.0	0	50.0	0	0	0	5.0	11.0	13.0	3.3125	13	0	0	100.0	0.0	0	0	4.545454545454546	0	4.545454545454546	0	0	0	0	0	0	18.181818181818183	9.090909090909092	0	0	0	9.090909090909092	0	0	18.181818181818183	0	0	9.090909090909092	0	22.727272727272727	4.545454545454546	0	50.0	50.0	0.0	100.0	1.0	100.0	0
korean_clean_13.conllu	1	9	9.0	3.25	11.11111111111111	0	22.22222222222222	0	0	0	33.333333333333336	0	0	11.11111111111111	11.11111111111111	0	0	11.11111111111111	0	1.0	1.0	0.0	0.0	100.0	0	0	0	0	0	0	3.0	9.0	6.0	2.0	6	0	0	0	0	100.0	0.0	0	11.11111111111111	0	11.11111111111111	0	0	0	0	0	11.11111111111111	0	0	11.11111111111111	0	11.11111111111111	0	0	0	11.11111111111111	0	0	11.11111111111111	11.11111111111111	11.11111111111111	0	0	0	0	0	0	0	0
korean_clean_14.conllu	1	22	22.0	3.3	4.545454545454546	0	27.272727272727273	0	4.545454545454546	0	18.181818181818183	4.545454545454546	0	4.545454545454546	9.090909090909092	4.545454545454546	0	22.727272727272727	0	0.85	5.0	100.0	1.6	0	60.0	20.0	20.0	0	0	0	7.0	4.4	15.0	2.3157894736842106	15	0	0	100.0	0.0	0	0	13.636363636363637	22.727272727272727	4.545454545454546	4.545454545454546	0	4.545454545454546	0	0	4.545454545454546	4.545454545454546	4.545454545454546	0	0	0	9.090909090909092	0	0	4.545454545454546	0	4.545454545454546	4.545454545454546	0	9.090909090909092	4.545454545454546	0	25.0	75.0	66.66666666666667	33.333333333333336	1.0	100.0	0
korean_clean_15.conllu	1	23	23.0	3.0952380952380953	0	0	17.391304347826086	0	0	8.695652173913043	34.78260869565217	4.3478260869565215	0	0	8.695652173913043	4.3478260869565215	0	21.73913043478261	0	0.8095238095238095	5.0	100.0	1.8	0	40.0	40.0	20.0	0	0	0	4.0	4.6	16.0	2.55	16	0	0	100.0	0.0	100.0	0.0	13.043478260869565	13.043478260869565	4.3478260869565215	0	0	0	0	0	8.695652173913043	0	0	0	0	8.695652173913043	8.695652173913043	0	0	13.043478260869565	4.3478260869565215	4.3478260869565215	8.695652173913043	0	8.695652173913043	4.3478260869565215	0	20.0	80.0	0.0	100.0	1.0	100.0	0
korean_clean_16.conllu	1	18	18.0	3.0588235294117645	5.555555555555555	0	5.555555555555555	5.555555555555555	5.555555555555555	5.555555555555555	38.888888888888886	0	0	11.11111111111111	5.555555555555555	11.11111111111111	0	5.555555555555555	0	0.7058823529411765	1.0	0.0	2.0	0	0	100.0	0	0	0	0	4.0	18.0	7.0	2.1875	7	0	0	100.0	0.0	100.0	0.0	0	5.555555555555555	0	5.555555555555555	0	5.555555555555555	0	0	11.11111111111111	11.11111111111111	5.555555555555555	5.555555555555555	0	5.555555555555555	0	0	0	11.11111111111111	11.11111111111111	0	11.11111111111111	0	5.555555555555555	5.555555555555555	0	0	0	0	0	0	0	0
korean_clean_17.conllu	1	36	36.0	3.4411764705882355	0	0	19.444444444444443	5.555555555555555	5.555555555555555	0	30.555555555555557	0	0	16.666666666666668	5.555555555555555	5.555555555555555	0	8.333333333333334	2.7777777777777777	0.7941176470588235	3.0	100.0	0.3333333333333333	66.66666666666667	33.333333333333336	0	0	0	0	0	5.0	12.0	26.0	4.0	26	0	0	100.0	0.0	0	0	2.7777777777777777	13.88888888888889	8.333333333333334	0	0	5.555555555555555	0	0	5.555555555555555	22.22222222222222	8.333333333333334	0	0	0	11.11111111111111	0	2.7777777777777777	2.7777777777777777	0	0	8.333333333333334	0	5.555555555555555	2.7777777777777777	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0
korean_clean_18.conllu	1	14	14.0	3.4615384615384617	0	0	14.285714285714286	0	0	0	57.142857142857146	0	0	0	7.142857142857143	0	0	21.428571428571427	0	1.0	3.0	100.0	1.6666666666666667	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	0	4.0	4.666666666666667	11.0	2.75	11	0	0	100.0	0.0	100.0	0.0	7.142857142857143	14.285714285714286	0	7.142857142857143	0	0	0	0	0	21.428571428571427	0	0	0	0	7.142857142857143	0	0	7.142857142857143	7.142857142857143	0	14.285714285714286	0	7.142857142857143	7.142857142857143	0	50.0	50.0	0.0	100.0	1.0	100.0	0
korean_clean_19.conllu	1	10	10.0	3.2222222222222223	0	0	30.0	10.0	0	0	30.0	0	0	0	10.0	0	0	20.0	0	0.8888888888888888	2.0	100.0	2.5	50.0	0	0	0	0	50.0	0	2.0	5.0	7.0	2.875	7	0	0	100.0	0.0	0	0	10.0	10.0	10.0	0	0	10.0	0	0	0	10.0	0	0	0	0	10.0	0	0	0	0	0	10.0	10.0	10.0	10.0	0	50.0	50.0	0.0	100.0	1.0	100.0	0
korean_clean_20.conllu	1	26	26.0	3.3181818181818183	0	3.8461538461538463	11.538461538461538	3.8461538461538463	7.6923076923076925	0	34.61538461538461	0	3.8461538461538463	0	15.384615384615385	0	0	15.384615384615385	3.8461538461538463	0.7272727272727273	4.0	0.0	1.75	0	50.0	25.0	25.0	0	0	0	5.0	6.5	14.0	3.0476190476190474	14	0	0	100.0	0.0	100.0	0.0	11.538461538461538	7.6923076923076925	3.8461538461538463	0	3.8461538461538463	3.8461538461538463	3.8461538461538463	3.8461538461538463	0	11.538461538461538	3.8461538461538463	0	0	0	7.6923076923076925	0	0	3.8461538461538463	3.8461538461538463	0	11.538461538461538	0	15.384615384615385	3.8461538461538463	0	0.0	100.0	33.333333333333336	66.66666666666667	1.0	100.0	0
korean_clean_21.conllu	1	22	22.0	3.15	0	0	13.636363636363637	4.545454545454546	4.545454545454546	4.545454545454546	40.90909090909091	4.545454545454546	0	0	9.090909090909092	4.545454545454546	0	13.636363636363637	0	0.75	3.0	100.0	2.0	0	66.66666666666667	0	0	33.333333333333336	0	0	9.0	7.333333333333333	16.0	3.526315789473684	16	0	0	100.0	0.0	100.0	0.0	9.090909090909092	4.545454545454546	9.090909090909092	0	0	4.545454545454546	0	0	0	4.545454545454546	9.090909090909092	0	0	4.545454545454546	4.545454545454546	0	0	9.090909090909092	13.636363636363637	4.545454545454546	4.545454545454546	4.545454545454546	9.090909090909092	4.545454545454546	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0
korean_clean_22.conllu	1	23	23.0	3.35	4.3478260869565215	0	21.73913043478261	0	0	0	39.130434782608695	0	4.3478260869565215	0	13.043478260869565	8.695652173913043	0	8.695652173913043	0	0.85	2.0	100.0	5.5	0	0	0	0	0	50.0	50.0	3.0	11.5	11.0	3.5789473684210527	11	0	0	100.0	0.0	100.0	0.0	0	13.043478260869565	4.3478260869565215	0	0	4.3478260869565215	0	0	4.3478260869565215	4.3478260869565215	13.043478260869565	4.3478260869565215	0	0	8.695652173913043	0	0	13.043478260869565	4.3478260869565215	0	4.3478260869565215	4.3478260869565215	13.043478260869565	4.3478260869565215	0	50.0	50.0	0.0	100.0	1.0	100.0	0
korean_clean_23.conllu	1	19	19.0	3.5	5.2631578947368425	0	21.05263157894737	0	5.2631578947368425	0	47.36842105263158	0	0	0	5.2631578947368425	10.526315789473685	0	5.2631578947368425	0	0.8333333333333334	1.0	100.0	0.0	0	0	0	0	0	0	0	4.0	19.0	16.0	4.0	16	0	0	0	0	0	0	0	10.526315789473685	5.2631578947368425	5.2631578947368425	0	0	0	0	5.2631578947368425	15.789473684210526	5.2631578947368425	0	0	0	10.526315789473685	0	0	15.789473684210526	0	0	0	10.526315789473685	5.2631578947368425	5.2631578947368425	5.2631578947368425	100.0	0.0	0	0	0	0	0
korean_clean_24.conllu	1	14	14.0	3.3076923076923075	7.142857142857143	0	7.142857142857143	7.142857142857143	7.142857142857143	0	42.857142857142854	7.142857142857143	0	0	7.142857142857143	7.142857142857143	0	7.142857142857143	0	0.6923076923076923	1.0	100.0	5.0	0	0	0	0	0	100.0	0	3.0	14.0	8.0	2.5	8	0	0	100.0	0.0	100.0	0.0	0	0	0	7.142857142857143	0	7.142857142857143	0	0	0	21.428571428571427	7.142857142857143	0	0	0	7.142857142857143	0	0	0	7.142857142857143	7.142857142857143	7.142857142857143	7.142857142857143	7.142857142857143	7.142857142857143	7.142857142857143	100.0	0.0	0	0	0	0	0
korean_clean_25.conllu	1	31	31.0	2.6551724137931036	6.451612903225806	0	6.451612903225806	0	9.67741935483871	3.225806451612903	48.38709677419355	0	0	0	6.451612903225806	3.225806451612903	0	16.129032258064516	0	0.8275862068965517	5.0	0.0	1.4	60.0	0	0	20.0	20.0	0	0	6.0	6.2	24.0	3.4642857142857144	24	0	0	100.0	0.0	100.0	0.0	6.451612903225806	3.225806451612903	0	3.225806451612903	0	9.67741935483871	0	0	3.225806451612903	9.67741935483871	9.67741935483871	3.225806451612903	0	3.225806451612903	6.451612903225806	6.451612903225806	0	9.67741935483871	3.225806451612903	0	9.67741935483871	3.225806451612903	6.451612903225806	3.225806451612903	0	0.0	100.0	33.333333333333336	66.66666666666667	1.0	100.0	0
korean_clean_26.conllu	1	16	16.0	3.533333333333333	0	0	18.75	6.25	0	0	43.75	0	0	0	6.25	6.25	0	18.75	0	0.8666666666666667	3.0	100.0	1.6666666666666667	0	66.66666666666667	0	33.333333333333336	0	0	0	5.0	5.333333333333333	6.0	1.8571428571428572	6	0	0	100.0	0.0	100.0	0.0	12.5	12.5	6.25	0	0	6.25	0	0	6.25	6.25	0	0	0	0	6.25	0	0	12.5	6.25	0	12.5	0	6.25	6.25	0	25.0	75.0	0.0	100.0	1.0	100.0	0
korean_clean_27.conllu	1	11	11.0	3.9	0	0	18.181818181818183	0	0	0	36.36363636363637	0	0	18.181818181818183	9.090909090909092	0	0	18.181818181818183	0	1.0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	6.0	5.5	4.0	1.6666666666666667	4	0	0	0	0	100.0	0.0	9.090909090909092	9.090909090909092	9.090909090909092	0	0	0	0	0	0	18.181818181818183	0	0	0	0	0	0	9.090909090909092	9.090909090909092	9.090909090909092	0	0	9.090909090909092	9.090909090909092	9.090909090909092	0	50.0	50.0	0.0	100.0	1.0	100.0	0
korean_clean_28.conllu	1	15	15.0	3.5714285714285716	6.666666666666667	0	26.666666666666668	0	13.333333333333334	0	20.0	0	0	6.666666666666667	6.666666666666667	6.666666666666667	0	13.333333333333334	0	0.7857142857142857	2.0	0.0	0.5	50.0	50.0	0	0	0	0	0	5.0	7.5	8.0	2.230769230769231	8	0	0	100.0	0.0	100.0	0.0	0	13.333333333333334	0	6.666666666666667	0	0	0	0	6.666666666666667	13.333333333333334	13.333333333333334	0	0	0	0	0	0	6.666666666666667	6.666666666666667	0	6.666666666666667	13.333333333333334	6.666666666666667	6.666666666666667	0	0.0	100.0	0.0	100.0	1.0	100.0	0
korean_clean_29.conllu	1	38	38.0	2.4166666666666665	7.894736842105263	0	23.68421052631579	0	2.6315789473684212	0	36.8421052631579	0	0	0	5.2631578947368425	15.789473684210526	0	7.894736842105263	0	0.8055555555555556	3.0	100.0	4.0	0	0	33.333333333333336	0	33.333333333333336	0	33.333333333333336	6.0	12.666666666666666	13.0	2.914285714285714	13	0	0	100.0	0.0	100.0	0.0	2.6315789473684212	5.2631578947368425	7.894736842105263	2.6315789473684212	0	5.2631578947368425	0	0	5.2631578947368425	10.526315789473685	5.2631578947368425	0	0	0	2.6315789473684212	5.2631578947368425	0	7.894736842105263	5.2631578947368425	0	7.894736842105263	10.526315789473685	5.2631578947368425	2.6315789473684212	7.894736842105263	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0
korean_clean_30.conllu	1	8	8.0	3.5714285714285716	0	0	25.0	0	0	0	25.0	0	0	12.5	12.5	12.5	0	12.5	0	0.8571428571428571	1.0	100.0	3.0	0	0	0	100.0	0	0	0	2.0	8.0	6.0	2.5	6	0	0	0	0	100.0	0.0	0	12.5	12.5	0	0	0	0	0	12.5	0	0	0	0	0	12.5	0	0	0	25.0	0	0	0	12.5	12.5	0	100.0	0.0	0	0	0	0	0
