Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Ind	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_+	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_+	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:cleft	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_compound:prt	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_expl	dep_dist_flat:foreign	dep_dist_flat:name	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2
norwegian_clean_29.conllu	1	53	53.0	4.888888888888889	13.20754716981132	9.433962264150944	0	1.8867924528301887	5.660377358490566	9.433962264150944	18.867924528301888	0	0	7.547169811320755	0	15.09433962264151	1.8867924528301887	3.7735849056603774	13.20754716981132	0.4222222222222222	100.0	0	100.0	100.0	0	0	100.0	0	100.0	100.0	100.0	0	0	100.0	3.0	0.0	3.5	0	0	0	50.0	50.0	0	0	5.0	17.666666666666668	23.0	3.727272727272727	23	1.0	2	100.0	0	0.0	100.0	100.0	0.0	0	0	1.8867924528301887	0	3.7735849056603774	7.547169811320755	0	0	0	9.433962264150944	5.660377358490566	0	0	7.547169811320755	1.8867924528301887	0	9.433962264150944	0	11.320754716981131	0	0	1.8867924528301887	3.7735849056603774	5.660377358490566	0	0	3.7735849056603774	5.660377358490566	1.8867924528301887	15.09433962264151	1.8867924528301887	1.8867924528301887	0.0	100.0	100.0	0.0	1.0	100.0	0
norwegian_clean_30.conllu	1	19	19.0	5.375	5.2631578947368425	15.789473684210526	0	0	10.526315789473685	5.2631578947368425	10.526315789473685	0	0	5.2631578947368425	21.05263157894737	15.789473684210526	0	10.526315789473685	0	0.5625	100.0	0	100.0	100.0	0	0	100.0	0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	3.0	9.5	13.0	2.6666666666666665	13	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	5.2631578947368425	0	0	0	10.526315789473685	10.526315789473685	0	5.2631578947368425	15.789473684210526	0	0	5.2631578947368425	0	0	5.2631578947368425	0	0	0	10.526315789473685	0	0	0	10.526315789473685	0	15.789473684210526	5.2631578947368425	0	100.0	0.0	0	0	0	0	0
norwegian_clean_31.conllu	1	13	13.0	4.666666666666667	7.6923076923076925	15.384615384615385	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	30.76923076923077	7.6923076923076925	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0.5833333333333334	100.0	0	100.0	100.0	0	0	100.0	100.0	0	100.0	100.0	0	0	100.0	2.0	100.0	1.0	0	100.0	0	0	0	0	0	3.0	6.5	8.0	2.4545454545454546	8	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	0	7.6923076923076925	7.6923076923076925	0	0	0	0	15.384615384615385	0	0	0	0	7.6923076923076925	0	7.6923076923076925	0	0	0	0	0	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	50.0	50.0	100.0	0.0	1.0	100.0	0
norwegian_clean_32.conllu	1	16	16.0	5.466666666666667	12.5	6.25	0	0	0	0	18.75	0	0	6.25	0	6.25	6.25	0	43.75	0.3333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	3.0	0	11.0	3.5714285714285716	11	1.0	1	100.0	0	0	0	100.0	0.0	0	0	0	6.25	0	12.5	0	0	0	6.25	0	0	0	0	0	0	0	0	43.75	0	0	6.25	6.25	6.25	0	0	0	0	0	6.25	6.25	0	0	0	0	0	0	0	0
norwegian_clean_33.conllu	1	24	24.0	5.0	12.5	12.5	0	0	4.166666666666667	0	29.166666666666668	0	4.166666666666667	8.333333333333334	0	4.166666666666667	4.166666666666667	20.833333333333332	0	0.6521739130434783	0	100.0	100.0	60.0	40.0	0	100.0	0	0	0	0	0	0	0	5.0	100.0	2.4	0	20.0	20.0	60.0	0	0	0	10.0	4.8	21.0	3.590909090909091	21	1.0	1	100.0	0	0.0	100.0	100.0	0.0	4.166666666666667	0	4.166666666666667	0	4.166666666666667	8.333333333333334	0	0	0	12.5	4.166666666666667	0	0	4.166666666666667	0	0	0	0	0	0	0	8.333333333333334	8.333333333333334	12.5	0	0	8.333333333333334	8.333333333333334	0	4.166666666666667	4.166666666666667	4.166666666666667	25.0	75.0	100.0	0.0	1.0	100.0	0
norwegian_clean_34.conllu	1	24	24.0	5.863636363636363	20.833333333333332	16.666666666666668	0	4.166666666666667	8.333333333333334	8.333333333333334	20.833333333333332	0	0	4.166666666666667	4.166666666666667	8.333333333333334	0	4.166666666666667	0	0.5454545454545454	100.0	0	100.0	100.0	0	0	100.0	100.0	0	100.0	100.0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	12.0	16.0	2.9047619047619047	16	1.0	1	100.0	0	0	0	100.0	0.0	0	0	0	0	4.166666666666667	8.333333333333334	0	0	0	16.666666666666668	8.333333333333334	0	0	8.333333333333334	4.166666666666667	0	8.333333333333334	0	0	0	0	0	8.333333333333334	8.333333333333334	0	0	0	12.5	0	8.333333333333334	4.166666666666667	0	100.0	0.0	0	0	0	0	0
norwegian_clean_35.conllu	1	30	30.0	5.814814814814815	13.333333333333334	13.333333333333334	3.3333333333333335	3.3333333333333335	6.666666666666667	6.666666666666667	36.666666666666664	0	0	0	0	10.0	0	6.666666666666667	0	0.6666666666666666	0	100.0	100.0	50.0	50.0	0	100.0	0	100.0	100.0	100.0	0	0	100.0	2.0	0.0	3.5	0	0	0	50.0	50.0	0	0	6.0	15.0	11.0	2.423076923076923	11	1.0	4	100.0	0	0.0	100.0	100.0	0.0	0	0	3.3333333333333335	0	3.3333333333333335	13.333333333333334	0	3.3333333333333335	0	13.333333333333334	6.666666666666667	0	0	10.0	0	0	6.666666666666667	0	0	0	0	0	13.333333333333334	6.666666666666667	0	0	6.666666666666667	0	0	10.0	3.3333333333333335	0	0.0	100.0	100.0	0.0	1.0	100.0	0
norwegian_clean_36.conllu	1	19	19.0	6.5	10.526315789473685	15.789473684210526	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	21.05263157894737	0	0	10.526315789473685	0	15.789473684210526	0	10.526315789473685	0	0.5	0	100.0	100.0	100.0	0	0	100.0	0	100.0	100.0	100.0	0	0	100.0	3.0	100.0	2.5	0	50.0	0	0	50.0	0	0	4.0	6.333333333333333	9.0	2.8	9	1.0	1	100.0	0	0	0	100.0	0.0	0	0	5.2631578947368425	0	0	10.526315789473685	0	0	0	10.526315789473685	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	5.2631578947368425	0	0	0	0	0	5.2631578947368425	15.789473684210526	0	0	0	5.2631578947368425	0	15.789473684210526	5.2631578947368425	0	50.0	50.0	0.0	100.0	1.0	100.0	0
norwegian_clean_37.conllu	1	25	25.0	5.217391304347826	12.0	16.0	0	4.0	4.0	8.0	32.0	0	4.0	0	0	8.0	4.0	8.0	0	0.5652173913043478	100.0	0	100.0	50.0	50.0	0	100.0	100.0	0	100.0	100.0	0	0	100.0	2.0	0.0	2.5	0	0	50.0	50.0	0	0	0	7.0	12.5	7.0	2.0454545454545454	7	2.0	1	0	100.0	0.0	100.0	100.0	0.0	4.0	0	0	0	0	8.0	0	0	4.0	16.0	4.0	0	0	8.0	0	0	8.0	0	0	0	0	8.0	8.0	0	4.0	0	4.0	12.0	0	8.0	4.0	0	0.0	100.0	100.0	0.0	1.0	100.0	0
norwegian_clean_38.conllu	1	27	27.0	4.2	3.7037037037037037	14.814814814814815	0	3.7037037037037037	7.407407407407407	3.7037037037037037	33.333333333333336	0	0	14.814814814814815	0	7.407407407407407	0	11.11111111111111	0	0.52	0	100.0	100.0	100.0	0	0	100.0	0	100.0	100.0	100.0	0	0	100.0	4.0	100.0	2.6666666666666665	0	0	66.66666666666667	0	33.333333333333336	0	0	6.0	6.75	21.0	2.9166666666666665	21	1.5	2	50.0	50.0	0.0	100.0	100.0	0.0	0	3.7037037037037037	0	0	0	3.7037037037037037	0	0	0	14.814814814814815	7.407407407407407	0	0	7.407407407407407	3.7037037037037037	0	3.7037037037037037	3.7037037037037037	0	0	0	0	14.814814814814815	11.11111111111111	0	0	7.407407407407407	7.407407407407407	0	7.407407407407407	3.7037037037037037	0	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0
norwegian_clean_39.conllu	1	17	17.0	6.0	11.764705882352942	11.764705882352942	0	0	11.764705882352942	5.882352941176471	35.294117647058826	0	0	5.882352941176471	0	5.882352941176471	0	11.764705882352942	0	0.625	0	100.0	100.0	100.0	0	0	100.0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	6.0	8.5	14.0	2.8	14	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	5.882352941176471	0	0	11.764705882352942	5.882352941176471	0	0	5.882352941176471	11.764705882352942	0	5.882352941176471	11.764705882352942	0	0	5.882352941176471	0	0	0	0	0	5.882352941176471	11.764705882352942	0	0	5.882352941176471	0	0	5.882352941176471	5.882352941176471	0	50.0	50.0	0.0	100.0	1.0	100.0	0
norwegian_clean_40.conllu	1	17	17.0	4.733333333333333	5.882352941176471	0	0	5.882352941176471	5.882352941176471	5.882352941176471	29.41176470588235	0	5.882352941176471	5.882352941176471	0	11.764705882352942	11.764705882352942	11.764705882352942	0	0.5333333333333333	0	100.0	100.0	50.0	50.0	0	100.0	0	100.0	100.0	100.0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	8.5	7.0	2.2142857142857144	7	0	0	0	0	0	0	50.0	50.0	11.764705882352942	0	0	0	5.882352941176471	0	0	0	0	0	5.882352941176471	0	0	11.764705882352942	0	0	5.882352941176471	0	0	0	0	17.647058823529413	0	11.764705882352942	0	0	0	5.882352941176471	0	11.764705882352942	5.882352941176471	5.882352941176471	50.0	50.0	100.0	0.0	1.0	100.0	0
norwegian_clean_41.conllu	1	20	20.0	5.555555555555555	0	15.0	0	15.0	5.0	0	35.0	5.0	0	10.0	5.0	10.0	0	0	0	0.4444444444444444	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	100.0	2.0	100.0	0	0	0	0	0	0	0	0	4.0	10.0	9.0	2.235294117647059	9	1.0	2	100.0	0	0	0	100.0	0.0	0	5.0	0	0	0	0	0	0	0	15.0	5.0	0	0	5.0	15.0	0	0	5.0	0	0	0	0	20.0	10.0	0	5.0	0	0	0	10.0	5.0	0	50.0	50.0	100.0	0.0	1.0	100.0	0
norwegian_clean_42.conllu	1	14	14.0	6.0	14.285714285714286	14.285714285714286	0	7.142857142857143	0	0	28.571428571428573	0	0	7.142857142857143	7.142857142857143	14.285714285714286	0	7.142857142857143	0	0.6666666666666666	0	100.0	100.0	100.0	0	0	100.0	0	100.0	100.0	100.0	0	0	100.0	1.0	0.0	2.0	0	0	100.0	0	0	0	0	5.0	14.0	4.0	1.6363636363636365	4	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	7.142857142857143	0	0	7.142857142857143	0	7.142857142857143	0	14.285714285714286	0	0	0	0	0	0	0	0	0	7.142857142857143	0	0	7.142857142857143	14.285714285714286	0	0	7.142857142857143	7.142857142857143	0	14.285714285714286	7.142857142857143	0	0.0	100.0	100.0	0.0	1.0	100.0	0
norwegian_clean_43.conllu	1	24	24.0	5.454545454545454	8.333333333333334	12.5	0	0	4.166666666666667	4.166666666666667	29.166666666666668	4.166666666666667	0	8.333333333333334	4.166666666666667	8.333333333333334	4.166666666666667	12.5	0	0.5909090909090909	0	100.0	100.0	100.0	0	0	100.0	0	0	0	0	0	0	0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	5.0	8.0	15.0	2.619047619047619	15	1.0	2	100.0	0	0.0	100.0	100.0	0.0	0	0	4.166666666666667	0	0	8.333333333333334	0	0	0	12.5	4.166666666666667	0	0	4.166666666666667	0	0	4.166666666666667	4.166666666666667	0	0	0	4.166666666666667	12.5	12.5	0	4.166666666666667	4.166666666666667	4.166666666666667	0	8.333333333333334	4.166666666666667	4.166666666666667	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0
norwegian_clean_44.conllu	1	31	31.0	5.962962962962963	9.67741935483871	16.129032258064516	3.225806451612903	3.225806451612903	9.67741935483871	3.225806451612903	35.483870967741936	3.225806451612903	0	0	0	12.903225806451612	0	3.225806451612903	0	0.5925925925925926	0	100.0	100.0	100.0	0	0	100.0	0	100.0	100.0	100.0	0	0	100.0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	15.5	19.0	3.6923076923076925	19	1.3333333333333333	3	66.66666666666667	33.333333333333336	0.0	100.0	100.0	0.0	0	0	0	0	3.225806451612903	9.67741935483871	0	0	0	16.129032258064516	9.67741935483871	0	0	16.129032258064516	3.225806451612903	0	3.225806451612903	0	0	0	0	0	12.903225806451612	3.225806451612903	0	3.225806451612903	3.225806451612903	0	0	12.903225806451612	3.225806451612903	0	100.0	0.0	0	0	0	0	0
norwegian_clean_45.conllu	1	20	20.0	4.2105263157894735	10.0	15.0	0	10.0	0	0	25.0	5.0	5.0	5.0	0	5.0	5.0	10.0	5.0	0.47368421052631576	100.0	0	100.0	50.0	50.0	0	100.0	50.0	50.0	100.0	100.0	0	0	100.0	2.0	100.0	4.0	0	0	0	50.0	0	50.0	0	5.0	10.0	6.0	2.2777777777777777	6	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	5.0	0	10.0	0	5.0	0	15.0	0	0	0	0	5.0	0	0	0	0	0	0	10.0	5.0	15.0	0	5.0	5.0	10.0	0	5.0	5.0	0	50.0	50.0	100.0	0.0	1.0	100.0	0
norwegian_clean_46.conllu	1	22	22.0	4.25	4.545454545454546	4.545454545454546	0	9.090909090909092	4.545454545454546	0	22.727272727272727	0	4.545454545454546	0	0	9.090909090909092	4.545454545454546	4.545454545454546	31.818181818181817	0.35	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	100.0	1.0	0.0	3.0	0	0	0	100.0	0	0	0	4.0	22.0	11.0	3.1052631578947367	11	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	4.545454545454546	0	0	0	0	4.545454545454546	4.545454545454546	4.545454545454546	0	0	4.545454545454546	4.545454545454546	0	0	0	31.818181818181817	0	0	9.090909090909092	4.545454545454546	4.545454545454546	0	0	4.545454545454546	4.545454545454546	0	9.090909090909092	4.545454545454546	0	0.0	100.0	100.0	0.0	1.0	100.0	0
norwegian_clean_47.conllu	1	17	17.0	4.4375	17.647058823529413	11.764705882352942	0	5.882352941176471	0	5.882352941176471	23.529411764705884	0	11.764705882352942	0	0	5.882352941176471	5.882352941176471	11.764705882352942	0	0.5625	0	0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	0	100.0	2.0	0.0	2.5	0	0	50.0	50.0	0	0	0	4.0	8.5	4.0	1.8	4	1.0	1	100.0	0	0.0	100.0	100.0	0.0	0	0	0	5.882352941176471	5.882352941176471	5.882352941176471	0	5.882352941176471	0	11.764705882352942	0	0	0	0	0	0	5.882352941176471	0	0	0	0	17.647058823529413	11.764705882352942	5.882352941176471	0	0	5.882352941176471	0	0	5.882352941176471	5.882352941176471	5.882352941176471	0.0	100.0	100.0	0.0	2.0	0	100.0
norwegian_clean_48.conllu	1	17	17.0	5.5625	23.529411764705884	29.41176470588235	0	0	0	0	29.41176470588235	0	0	5.882352941176471	0	5.882352941176471	0	5.882352941176471	0	0.625	100.0	0	100.0	100.0	0	0	100.0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	5.0	17.0	3.0	1.8	3	1.0	2	100.0	0	0.0	100.0	0	0	0	0	0	0	0	23.529411764705884	0	0	0	29.41176470588235	0	0	0	0	0	0	0	0	0	0	0	0	11.764705882352942	0	0	0	5.882352941176471	17.647058823529413	0	5.882352941176471	5.882352941176471	0	100.0	0.0	0	0	0	0	0
norwegian_clean_49.conllu	1	23	23.0	5.809523809523809	0	8.695652173913043	0	0	0	0	21.73913043478261	4.3478260869565215	0	0	4.3478260869565215	8.695652173913043	0	0	52.17391304347826	0.2857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0	0	0	0	0	0	0	3.0	0	21.0	7.35	21	2.0	1	0	100.0	0	0	0	0	0	0	0	0	0	0	4.3478260869565215	0	0	8.695652173913043	0	0	0	0	0	0	0	0	0	60.869565217391305	0	0	13.043478260869565	0	0	0	0	0	0	8.695652173913043	4.3478260869565215	0	0	0	0	0	0	0	0
norwegian_clean_50.conllu	1	11	11.0	5.7	9.090909090909092	18.181818181818183	9.090909090909092	9.090909090909092	0	9.090909090909092	18.181818181818183	0	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	0	0.6	0	100.0	100.0	100.0	0	0	100.0	100.0	0	100.0	100.0	0	0	100.0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	5.5	3.0	2.0	3	0	0	0	0	0	0	100.0	0.0	0	0	0	0	9.090909090909092	9.090909090909092	0	0	0	18.181818181818183	0	0	0	0	9.090909090909092	0	9.090909090909092	0	0	0	0	0	0	18.181818181818183	0	0	0	9.090909090909092	0	9.090909090909092	9.090909090909092	0	50.0	50.0	0.0	100.0	1.0	100.0	0
norwegian_clean_51.conllu	1	19	19.0	5.117647058823529	26.31578947368421	26.31578947368421	0	5.2631578947368425	0	10.526315789473685	21.05263157894737	0	0	0	0	10.526315789473685	0	0	0	0.5294117647058824	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	100.0	0.0	0.0	0	0	0	0	0	0	0	0	4.0	0	14.0	2.875	14	1.0	2	100.0	0	0	0	0	0	0	0	0	0	5.2631578947368425	15.789473684210526	0	0	5.2631578947368425	26.31578947368421	0	0	0	0	0	0	10.526315789473685	0	0	0	0	0	10.526315789473685	0	0	0	0	10.526315789473685	0	10.526315789473685	5.2631578947368425	0	0	0	0	0	0	0	0
norwegian_clean_52.conllu	1	32	32.0	5.655172413793103	15.625	18.75	3.125	3.125	6.25	3.125	31.25	0	0	3.125	0	9.375	3.125	3.125	0	0.5862068965517241	0	100.0	100.0	100.0	0	0	100.0	0	100.0	100.0	100.0	0	0	100.0	1.0	0.0	3.0	0	0	0	100.0	0	0	0	6.0	32.0	12.0	2.7142857142857144	12	1.0	3	100.0	0	0.0	100.0	100.0	0.0	0	0	3.125	0	6.25	12.5	0	3.125	0	18.75	6.25	0	0	6.25	0	0	3.125	0	0	0	0	3.125	9.375	6.25	0	0	3.125	6.25	0	9.375	3.125	0	0.0	100.0	100.0	0.0	1.0	100.0	0
norwegian_clean_53.conllu	1	10	10.0	5.777777777777778	20.0	10.0	0	10.0	10.0	0	40.0	0	0	0	0	10.0	0	0	0	0.6666666666666666	0	0	0	0	0	0	0	0	100.0	100.0	100.0	0	0	100.0	1.0	100.0	0	0	0	0	0	0	0	0	3.0	10.0	4.0	2.0	4	1.0	1	100.0	0	0	0	100.0	0.0	0	0	0	0	0	20.0	0	0	0	10.0	10.0	0	0	10.0	10.0	0	0	0	0	0	0	0	10.0	10.0	0	0	0	0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0
norwegian_clean_54.conllu	1	28	28.0	5.269230769230769	10.714285714285714	25.0	7.142857142857143	10.714285714285714	3.5714285714285716	0	28.571428571428573	0	0	3.5714285714285716	0	7.142857142857143	0	3.5714285714285716	0	0.5384615384615384	0	100.0	100.0	100.0	0	0	100.0	0	100.0	100.0	66.66666666666667	0	33.333333333333336	100.0	2.0	0.0	3.0	0	0	0	100.0	0	0	0	6.0	14.0	8.0	2.24	8	1.5	2	50.0	50.0	0	0	100.0	0.0	0	0	0	0	10.714285714285714	3.5714285714285716	0	3.5714285714285716	3.5714285714285716	21.428571428571427	3.5714285714285716	0	3.5714285714285716	7.142857142857143	3.5714285714285716	0	0	3.5714285714285716	0	0	0	0	10.714285714285714	3.5714285714285716	0	0	0	10.714285714285714	0	7.142857142857143	3.5714285714285716	0	0.0	100.0	0.0	100.0	1.0	100.0	0
norwegian_clean_55.conllu	1	32	32.0	5.75	15.625	9.375	0	3.125	3.125	0	18.75	0	3.125	3.125	0	12.5	3.125	9.375	18.75	0.5	0	100.0	100.0	33.333333333333336	66.66666666666667	0	100.0	0	100.0	100.0	100.0	0	0	100.0	4.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	5.0	8.0	12.0	2.888888888888889	12	1.0	2	100.0	0	0.0	100.0	100.0	0.0	0	0	3.125	3.125	3.125	12.5	0	0	0	9.375	3.125	0	0	6.25	3.125	0	0	0	18.75	0	0	6.25	6.25	3.125	0	0	6.25	0	0	12.5	3.125	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0
norwegian_clean_56.conllu	1	18	18.0	6.0588235294117645	5.555555555555555	11.11111111111111	0	0	5.555555555555555	11.11111111111111	33.333333333333336	5.555555555555555	0	5.555555555555555	0	5.555555555555555	0	16.666666666666668	0	0.5882352941176471	0	100.0	100.0	66.66666666666667	33.333333333333336	0	100.0	0	0	0	0	0	0	0	3.0	100.0	2.0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	7.0	6.0	13.0	2.125	13	2.0	1	0	100.0	0.0	100.0	100.0	0.0	0	0	5.555555555555555	0	0	5.555555555555555	5.555555555555555	0	0	11.11111111111111	5.555555555555555	0	0	5.555555555555555	0	0	11.11111111111111	0	0	0	0	0	11.11111111111111	11.11111111111111	0	5.555555555555555	11.11111111111111	0	0	5.555555555555555	5.555555555555555	0	50.0	50.0	100.0	0.0	1.0	100.0	0
norwegian_clean_57.conllu	1	20	20.0	5.0	0	5.0	0	10.0	0	0	20.0	5.0	0	0	0	5.0	0	5.0	50.0	0.2631578947368421	0	0	0	0	0	100.0	0	0	100.0	100.0	50.0	50.0	0	100.0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	20.0	13.0	4.5	13	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	0	10.0	0	5.0	0	0	0	0	0	0	0	0	50.0	0	0	0	5.0	5.0	0	5.0	5.0	5.0	0	5.0	5.0	0	100.0	0.0	0	0	0	0	0
