Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Imp	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Imp	verbs_mood_dist_Ind	verbs_mood_dist_Sub	verbs_form_dist_Fin	verbs_form_dist_Ger	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+2	verbs_num_pers_dist_Sing+3	aux_tense_dist_Imp	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Cnd	aux_mood_dist_Ind	aux_mood_dist_Sub	aux_form_dist_Fin	aux_form_dist_Inf	aux_form_dist_Part	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	prep_dist_4	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_aux:pass	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_det	dep_dist_fixed	dep_dist_flat	dep_dist_iobj	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_parataxis	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3	subordinate_dist_5
spanish_clean_1.conllu	1	46	46.0	4.2682926829268295	6.521739130434782	10.869565217391305	4.3478260869565215	2.1739130434782608	10.869565217391305	15.217391304347826	19.565217391304348	2.1739130434782608	8.695652173913043	2.1739130434782608	10.869565217391305	0	6.521739130434782	0	0.43902439024390244	0	0	0	100.0	0	33.333333333333336	66.66666666666667	0	100.0	0	0	0	0	33.333333333333336	66.66666666666667	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	4.0	100.0	3.6666666666666665	0	0	33.333333333333336	33.333333333333336	0	0	33.333333333333336	5.0	11.5	18.0	2.95	18	1.0	2	100.0	0	0	0	66.66666666666667	33.333333333333336	100.0	0.0	0	0	2.1739130434782608	2.1739130434782608	6.521739130434782	0	0	0	10.869565217391305	8.695652173913043	0	10.869565217391305	2.1739130434782608	0	15.217391304347826	2.1739130434782608	0	2.1739130434782608	2.1739130434782608	4.3478260869565215	6.521739130434782	0	2.1739130434782608	4.3478260869565215	4.3478260869565215	0	10.869565217391305	2.1739130434782608	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_2.conllu	1	21	21.0	3.6842105263157894	0	9.523809523809524	4.761904761904762	0	14.285714285714286	23.80952380952381	23.80952380952381	0	9.523809523809524	0	9.523809523809524	0	4.761904761904762	0	0.3684210526315789	0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	21.0	13.0	3.0555555555555554	13	1.0	2	100.0	0	0	0	0.0	100.0	0	0	0	0	0	4.761904761904762	0	0	0	0	9.523809523809524	14.285714285714286	0	14.285714285714286	0	0	28.571428571428573	0	0	0	0	9.523809523809524	0	0	0	4.761904761904762	0	0	9.523809523809524	4.761904761904762	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_3.conllu	1	20	20.0	4.157894736842105	0	25.0	0	0	5.0	15.0	30.0	0	10.0	0	5.0	0	10.0	0	0.42105263157894735	0	100.0	0	0	50.0	0	50.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	0	50.0	50.0	0	0	4.0	10.0	7.0	2.111111111111111	7	1.0	3	100.0	0	0	0	100.0	0.0	100.0	0.0	0	0	0	0	0	0	0	0	25.0	5.0	0	5.0	0	0	15.0	0	0	10.0	0	15.0	5.0	0	0	0	10.0	0	5.0	5.0	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_4.conllu	1	25	25.0	3.782608695652174	0	24.0	4.0	0	4.0	20.0	24.0	0	12.0	0	8.0	0	4.0	0	0.34782608695652173	0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	6.0	0	0	0	0	0	0	100.0	5.0	25.0	10.0	2.3636363636363638	10	1.5	2	50.0	50.0	0	0	100.0	0.0	100.0	0.0	0	0	0	4.0	0	0	0	0	24.0	4.0	0	4.0	0	0	20.0	0	0	4.0	0	12.0	4.0	0	0	4.0	8.0	0	8.0	4.0	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_5.conllu	1	28	28.0	4.88	0	17.857142857142858	7.142857142857143	0	7.142857142857143	25.0	25.0	0	3.5714285714285716	0	10.714285714285714	0	3.5714285714285716	0	0.4	0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	28.0	16.0	2.7083333333333335	16	1.6666666666666667	3	66.66666666666667	0	33.333333333333336	0	0.0	100.0	0	0	0	0	0	7.142857142857143	0	0	0	0	17.857142857142858	7.142857142857143	0	7.142857142857143	0	0	25.0	0	0	0	0	17.857142857142858	0	0	0	3.5714285714285716	0	0	10.714285714285714	3.5714285714285716	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_6.conllu	1	30	30.0	4.32	3.3333333333333335	16.666666666666668	3.3333333333333335	3.3333333333333335	10.0	16.666666666666668	20.0	0	3.3333333333333335	3.3333333333333335	16.666666666666668	0	3.3333333333333335	0	0.4	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	100.0	0	0	0	100.0	0	100.0	0	0	0	100.0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	5.0	30.0	16.0	2.6666666666666665	16	2.0	1	0	100.0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	3.3333333333333335	16.666666666666668	10.0	0	13.333333333333334	0	0	16.666666666666668	3.3333333333333335	0	0	0	6.666666666666667	0	3.3333333333333335	0	0	6.666666666666667	0	16.666666666666668	3.3333333333333335	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_7.conllu	1	22	22.0	5.0	13.636363636363637	9.090909090909092	4.545454545454546	0	4.545454545454546	13.636363636363637	18.181818181818183	0	4.545454545454546	4.545454545454546	9.090909090909092	4.545454545454546	13.636363636363637	0	0.6	0	100.0	0	0	0	0	100.0	0	66.66666666666667	0	0	33.333333333333336	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	3.3333333333333335	0	33.333333333333336	0	0	33.333333333333336	33.333333333333336	0	4.0	7.333333333333333	14.0	2.736842105263158	14	0	0	0	0	0	0	0.0	100.0	100.0	0.0	4.545454545454546	0	0	4.545454545454546	13.636363636363637	0	0	0	9.090909090909092	4.545454545454546	0	4.545454545454546	0	0	13.636363636363637	0	0	0	4.545454545454546	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0	9.090909090909092	4.545454545454546	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_8.conllu	1	25	25.0	4.590909090909091	8.0	4.0	4.0	0	12.0	28.0	28.0	0	0	0	12.0	0	4.0	0	0.5	0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	4.0	25.0	10.0	2.761904761904762	10	1.0	1	100.0	0	0	0	0.0	100.0	0	0	0	0	0	4.0	8.0	4.0	0	0	4.0	12.0	0	16.0	0	0	28.0	0	0	0	0	4.0	0	0	0	4.0	0	0	12.0	4.0	0	100.0	0.0	0	0	0	0	0	0	0
spanish_clean_9.conllu	1	19	19.0	5.529411764705882	5.2631578947368425	15.789473684210526	10.526315789473685	0	0	15.789473684210526	15.789473684210526	0	10.526315789473685	5.2631578947368425	10.526315789473685	0	10.526315789473685	0	0.5294117647058824	0	100.0	0	0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	9.5	8.0	2.0	8	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	5.2631578947368425	0	10.526315789473685	5.2631578947368425	0	0	0	15.789473684210526	0	0	0	0	0	15.789473684210526	0	0	0	0	5.2631578947368425	10.526315789473685	0	0	5.2631578947368425	10.526315789473685	0	10.526315789473685	5.2631578947368425	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_10.conllu	1	24	24.0	3.608695652173913	4.166666666666667	20.833333333333332	0	4.166666666666667	4.166666666666667	16.666666666666668	20.833333333333332	0	4.166666666666667	8.333333333333334	4.166666666666667	4.166666666666667	8.333333333333334	0	0.43478260869565216	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	100.0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	3.0	100.0	2.0	0	50.0	0	50.0	0	0	0	6.0	8.0	6.0	2.090909090909091	6	1.0	3	100.0	0	0	0	100.0	0.0	100.0	0.0	0	4.166666666666667	0	0	4.166666666666667	0	0	0	20.833333333333332	4.166666666666667	0	4.166666666666667	4.166666666666667	0	16.666666666666668	0	0	4.166666666666667	4.166666666666667	12.5	4.166666666666667	0	0	0	4.166666666666667	0	4.166666666666667	4.166666666666667	4.166666666666667	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
spanish_clean_11.conllu	1	22	22.0	5.190476190476191	13.636363636363637	9.090909090909092	0	0	4.545454545454546	18.181818181818183	18.181818181818183	0	4.545454545454546	0	4.545454545454546	4.545454545454546	22.727272727272727	0	0.5714285714285714	0	0	0	100.0	0	0	100.0	0	40.0	40.0	20.0	0	50.0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	5.0	100.0	2.4	0	20.0	40.0	20.0	20.0	0	0	4.0	4.4	12.0	2.3	12	0	0	0	0	0	0	33.333333333333336	66.66666666666667	100.0	0.0	0	0	18.181818181818183	0	9.090909090909092	0	0	0	0	4.545454545454546	0	4.545454545454546	0	0	18.181818181818183	0	0	4.545454545454546	13.636363636363637	0	4.545454545454546	0	0	9.090909090909092	0	0	4.545454545454546	4.545454545454546	4.545454545454546	20.0	80.0	100.0	0.0	2.0	50.0	0	50.0	0
spanish_clean_12.conllu	1	17	17.0	3.8	0	23.529411764705884	0	0	0	17.647058823529413	23.529411764705884	0	11.764705882352942	0	11.764705882352942	0	11.764705882352942	0	0.4	0	0	0	100.0	0	0	100.0	0	50.0	0	50.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	4.0	8.5	7.0	2.0	7	2.0	1	0	100.0	0	0	50.0	50.0	0.0	100.0	0	0	5.882352941176471	0	0	0	0	0	17.647058823529413	0	0	0	0	0	17.647058823529413	0	0	5.882352941176471	5.882352941176471	11.764705882352942	5.882352941176471	0	0	5.882352941176471	5.882352941176471	0	11.764705882352942	5.882352941176471	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_13.conllu	1	31	31.0	3.7142857142857144	6.451612903225806	12.903225806451612	3.225806451612903	3.225806451612903	6.451612903225806	22.580645161290324	22.580645161290324	0	6.451612903225806	0	9.67741935483871	0	6.451612903225806	0	0.42857142857142855	0	0	0	100.0	0	0	100.0	0	50.0	50.0	0	0	0	0	100.0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	3.0	100.0	3.0	0	0	50.0	0	50.0	0	0	7.0	10.333333333333334	9.0	2.1481481481481484	9	1.0	2	100.0	0	0	0	50.0	50.0	100.0	0.0	0	3.225806451612903	3.225806451612903	3.225806451612903	3.225806451612903	0	0	0	12.903225806451612	6.451612903225806	0	6.451612903225806	3.225806451612903	0	22.580645161290324	0	0	3.225806451612903	0	6.451612903225806	3.225806451612903	0	0	3.225806451612903	6.451612903225806	0	9.67741935483871	3.225806451612903	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0	0
spanish_clean_14.conllu	1	52	52.0	4.877551020408164	5.769230769230769	13.461538461538462	1.9230769230769231	0	1.9230769230769231	21.153846153846153	21.153846153846153	0	5.769230769230769	1.9230769230769231	5.769230769230769	7.6923076923076925	13.461538461538462	0	0.46938775510204084	0	66.66666666666667	0	33.333333333333336	0	0	100.0	0	85.71428571428571	0	14.285714285714286	0	66.66666666666667	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	7.0	100.0	3.0	0	0	42.857142857142854	28.571428571428573	14.285714285714286	14.285714285714286	0	10.0	7.428571428571429	8.0	2.2916666666666665	8	1.0	3	100.0	0	0	0	28.571428571428573	71.42857142857143	50.0	50.0	0	5.769230769230769	1.9230769230769231	1.9230769230769231	5.769230769230769	0	0	0	13.461538461538462	1.9230769230769231	0	1.9230769230769231	0	0	21.153846153846153	0	0	5.769230769230769	7.6923076923076925	5.769230769230769	3.8461538461538463	0	0	7.6923076923076925	5.769230769230769	0	5.769230769230769	1.9230769230769231	1.9230769230769231	16.666666666666668	83.33333333333333	100.0	0.0	1.25	75.0	25.0	0	0
spanish_clean_15.conllu	1	22	22.0	4.095238095238095	0	22.727272727272727	0	4.545454545454546	0	27.272727272727273	22.727272727272727	0	0	4.545454545454546	4.545454545454546	4.545454545454546	9.090909090909092	0	0.38095238095238093	0	0	50.0	50.0	0	0	100.0	0	50.0	0	0	50.0	0	0	100.0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	5.0	11.0	7.0	2.2	7	1.5	2	50.0	50.0	0	0	0	0	100.0	0.0	0	4.545454545454546	0	0	0	0	0	4.545454545454546	22.727272727272727	0	0	0	0	0	27.272727272727273	0	0	0	0	13.636363636363637	4.545454545454546	4.545454545454546	0	0	9.090909090909092	0	4.545454545454546	4.545454545454546	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_16.conllu	1	42	42.0	4.0	4.761904761904762	14.285714285714286	4.761904761904762	0	2.380952380952381	21.428571428571427	19.047619047619047	4.761904761904762	9.523809523809524	0	7.142857142857143	2.380952380952381	9.523809523809524	0	0.41025641025641024	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	100.0	0	75.0	0	0	25.0	66.66666666666667	0	33.333333333333336	0	0	0	0	0	0	0	0	0	0	0	4.0	100.0	3.5	0	0	25.0	50.0	0	0	25.0	9.0	10.5	13.0	2.473684210526316	13	1.0	2	100.0	0	0	0	75.0	25.0	50.0	50.0	2.380952380952381	2.380952380952381	0	4.761904761904762	4.761904761904762	0	0	0	14.285714285714286	2.380952380952381	0	2.380952380952381	0	0	21.428571428571427	0	0	7.142857142857143	2.380952380952381	4.761904761904762	4.761904761904762	0	4.761904761904762	2.380952380952381	9.523809523809524	0	7.142857142857143	2.380952380952381	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_17.conllu	1	23	23.0	5.190476190476191	8.695652173913043	21.73913043478261	0	4.3478260869565215	0	13.043478260869565	34.78260869565217	0	0	0	8.695652173913043	4.3478260869565215	4.3478260869565215	0	0.5238095238095238	0	0	0	100.0	0	0	100.0	0	100.0	0	0	0	100.0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	4.0	11.5	7.0	2.1	7	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	0	0.0	100.0	100.0	0.0	0	4.3478260869565215	0	0	8.695652173913043	0	0	0	21.73913043478261	0	0	0	4.3478260869565215	0	13.043478260869565	0	0	0	4.3478260869565215	17.391304347826086	4.3478260869565215	0	0	4.3478260869565215	4.3478260869565215	0	8.695652173913043	4.3478260869565215	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_18.conllu	1	15	15.0	6.571428571428571	13.333333333333334	6.666666666666667	6.666666666666667	6.666666666666667	0	20.0	20.0	0	0	0	6.666666666666667	6.666666666666667	13.333333333333334	0	0.5714285714285714	0	0	50.0	50.0	0	0	0	100.0	50.0	0	0	50.0	100.0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	4.0	7.5	4.0	1.6153846153846154	4	0	0	0	0	0	0	0.0	100.0	100.0	0.0	0	6.666666666666667	0	6.666666666666667	13.333333333333334	0	0	6.666666666666667	6.666666666666667	0	0	0	0	0	20.0	0	0	0	6.666666666666667	0	0	6.666666666666667	0	6.666666666666667	6.666666666666667	0	6.666666666666667	6.666666666666667	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0	0
spanish_clean_19.conllu	1	35	35.0	5.483870967741935	5.714285714285714	14.285714285714286	2.857142857142857	5.714285714285714	2.857142857142857	14.285714285714286	14.285714285714286	0	8.571428571428571	8.571428571428571	11.428571428571429	0	11.428571428571429	0	0.4838709677419355	0	0	100.0	0	0	0	0	0	0	25.0	25.0	50.0	0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	5.0	100.0	2.25	0	50.0	25.0	0	0	25.0	0	4.0	7.0	11.0	2.7	11	1.0	2	100.0	0	0	0	0.0	100.0	100.0	0.0	0	0	5.714285714285714	2.857142857142857	8.571428571428571	0	0	5.714285714285714	11.428571428571429	2.857142857142857	0	2.857142857142857	2.857142857142857	0	17.142857142857142	0	0	0	2.857142857142857	8.571428571428571	0	2.857142857142857	0	5.714285714285714	5.714285714285714	0	11.428571428571429	2.857142857142857	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0	0
spanish_clean_20.conllu	1	23	23.0	5.857142857142857	8.695652173913043	8.695652173913043	8.695652173913043	0	4.3478260869565215	17.391304347826086	26.08695652173913	0	0	0	8.695652173913043	4.3478260869565215	13.043478260869565	0	0.6190476190476191	0	50.0	0	50.0	0	0	100.0	0	66.66666666666667	0	33.333333333333336	0	100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	100.0	2.6666666666666665	0	0	33.333333333333336	66.66666666666667	0	0	0	6.0	7.666666666666667	12.0	2.5	12	1.0	1	100.0	0	0	0	0.0	100.0	100.0	0.0	0	4.3478260869565215	4.3478260869565215	8.695652173913043	8.695652173913043	0	0	0	4.3478260869565215	4.3478260869565215	0	4.3478260869565215	0	0	17.391304347826086	0	0	0	8.695652173913043	4.3478260869565215	4.3478260869565215	0	0	13.043478260869565	0	0	8.695652173913043	4.3478260869565215	0	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0	0	0
spanish_clean_21.conllu	1	28	28.0	4.28	14.285714285714286	17.857142857142858	7.142857142857143	7.142857142857143	0	17.857142857142858	25.0	0	0	0	10.714285714285714	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	0	100.0	2.0	100.0	0	0	0	0	0	0	0	0	5.0	14.0	14.0	2.625	14	1.6666666666666667	3	66.66666666666667	0	33.333333333333336	0	0	0	100.0	0.0	0	0	0	7.142857142857143	10.714285714285714	0	0	0	17.857142857142858	0	0	0	7.142857142857143	0	17.857142857142858	0	0	0	0	17.857142857142858	7.142857142857143	0	0	0	0	0	10.714285714285714	3.5714285714285716	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0	0
spanish_clean_22.conllu	1	39	39.0	5.0	5.128205128205129	25.641025641025642	5.128205128205129	2.5641025641025643	2.5641025641025643	17.94871794871795	30.76923076923077	0	2.5641025641025643	0	5.128205128205129	0	2.5641025641025643	0	0.4594594594594595	0	0	100.0	0	0	0	0	0	0	0	0	100.0	0	0	0	0	0	100.0	0	100.0	0	100.0	0	0	100.0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	6.0	39.0	28.0	2.9444444444444446	28	1.3333333333333333	6	83.33333333333333	0	16.666666666666668	0	0	0	100.0	0.0	0	0	0	5.128205128205129	5.128205128205129	0	2.5641025641025643	0	25.641025641025642	2.5641025641025643	0	2.5641025641025643	0	0	20.512820512820515	0	0	0	0	20.512820512820515	2.5641025641025643	0	0	0	5.128205128205129	0	5.128205128205129	2.5641025641025643	0	100.0	0.0	0	0	0	0	0	0	0
