Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_VERB	lexical_density	verbs_tense_dist_Fut	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Cnd	verbs_mood_dist_Gen	verbs_mood_dist_Ind	verbs_mood_dist_Pot	verbs_form_dist_Conv	verbs_form_dist_Part	verbs_form_dist_Vnoun	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Gen	aux_mood_dist_Ind	aux_form_dist_Conv	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_advmod	dep_dist_advmod:emph	dep_dist_amod	dep_dist_case	dep_dist_cc	dep_dist_compound	dep_dist_compound:lvc	dep_dist_conj	dep_dist_cop	dep_dist_det	dep_dist_discourse	dep_dist_flat	dep_dist_mark	dep_dist_nmod	dep_dist_nmod:poss	dep_dist_nsubj	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_punct	dep_dist_root	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3
turkish_clean_32.conllu	1	22	22.0	7.857142857142857	9.090909090909092	4.545454545454546	4.545454545454546	0	9.090909090909092	0	40.90909090909091	4.545454545454546	0	9.090909090909092	4.545454545454546	13.636363636363637	0.8095238095238095	0	66.66666666666667	33.333333333333336	0	0	66.66666666666667	33.333333333333336	0	100.0	0	0	0	0	0	0	3.0	0.0	2.3333333333333335	0	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	6.0	7.333333333333333	8.0	2.35	8	0	0	0	0	100.0	0.0	0	0	9.090909090909092	4.545454545454546	0	4.545454545454546	4.545454545454546	9.090909090909092	4.545454545454546	0	4.545454545454546	0	0	0	0	0	13.636363636363637	13.636363636363637	0	4.545454545454546	9.090909090909092	9.090909090909092	4.545454545454546	4.545454545454546	0.0	100.0	0.0	100.0	2.0	0	100.0	0
turkish_clean_33.conllu	1	16	16.0	7.0	18.75	0	0	0	6.25	0	43.75	0	0	0	6.25	25.0	0.9333333333333333	0	25.0	75.0	0	25.0	75.0	0	0	66.66666666666667	33.333333333333336	0	0	0	0	0	4.0	100.0	1.25	25.0	25.0	50.0	0	0	0	0	6.0	4.0	6.0	2.357142857142857	6	0	0	0	0	100.0	0.0	0	0	6.25	0	0	12.5	0	6.25	0	6.25	6.25	0	0	0	0	0	6.25	12.5	0	0	18.75	12.5	6.25	6.25	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0	0
turkish_clean_34.conllu	1	22	22.0	6.523809523809524	13.636363636363637	9.090909090909092	0	0	13.636363636363637	0	40.90909090909091	0	4.545454545454546	0	4.545454545454546	13.636363636363637	0.7142857142857143	0	33.333333333333336	66.66666666666667	0	0	100.0	0	0	50.0	50.0	0	0	0	0	0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	6.0	7.333333333333333	20.0	3.25	20	1.0	2	100.0	0	100.0	0.0	0	0	4.545454545454546	0	4.545454545454546	13.636363636363637	9.090909090909092	4.545454545454546	0	0	4.545454545454546	0	0	0	0	0	22.727272727272727	13.636363636363637	0	0	4.545454545454546	9.090909090909092	4.545454545454546	4.545454545454546	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0
turkish_clean_35.conllu	1	25	25.0	6.375	20.0	8.0	4.0	0	8.0	0	28.0	4.0	0	4.0	4.0	20.0	0.7916666666666666	0	40.0	60.0	20.0	0	80.0	0	0	75.0	25.0	0	0	0	0	0	5.0	0.0	2.2	20.0	0	40.0	20.0	20.0	0	0	9.0	5.0	6.0	2.0	6	1.0	1	100.0	0	100.0	0.0	100.0	0.0	0	4.0	4.0	12.0	8.0	4.0	0	4.0	4.0	0	4.0	0	0	0	16.0	12.0	4.0	0	16.0	0	4.0	4.0	0.0	100.0	0.0	100.0	1.3333333333333333	66.66666666666667	33.333333333333336	0
turkish_clean_36.conllu	1	17	17.0	6.4	0	5.882352941176471	0	0	0	0	35.294117647058826	5.882352941176471	0	17.647058823529413	11.764705882352942	23.529411764705884	0.8666666666666667	0	50.0	50.0	0	25.0	75.0	0	0	100.0	0	0	0	0	0	0	4.0	100.0	1.75	0	25.0	75.0	0	0	0	0	6.0	4.25	13.0	2.5	13	0	0	0	0	100.0	0.0	0	0	11.764705882352942	0	0	0	5.882352941176471	0	0	0	5.882352941176471	0	0	0	11.764705882352942	0	11.764705882352942	5.882352941176471	0	5.882352941176471	5.882352941176471	17.647058823529413	11.764705882352942	5.882352941176471	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
turkish_clean_37.conllu	1	32	32.0	6.064516129032258	3.125	9.375	3.125	0	6.25	3.125	43.75	3.125	0	0	3.125	25.0	0.7741935483870968	0	25.0	75.0	0	0	100.0	0	0	50.0	50.0	0	0	0	0	0	8.0	100.0	1.5	37.5	12.5	25.0	12.5	12.5	0	0	9.0	4.0	12.0	2.4	12	1.0	2	100.0	0	100.0	0.0	100.0	0.0	6.25	3.125	0	3.125	9.375	3.125	0	3.125	6.25	0	6.25	0	0	0	18.75	9.375	3.125	0	12.5	9.375	3.125	3.125	16.666666666666668	83.33333333333333	60.0	40.0	1.0	100.0	0	0
turkish_clean_38.conllu	1	25	25.0	6.304347826086956	8.0	12.0	0	0	4.0	4.0	40.0	4.0	0	0	8.0	20.0	0.7391304347826086	20.0	20.0	60.0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	5.0	100.0	1.4	20.0	40.0	20.0	20.0	0	0	0	10.0	5.0	6.0	1.8636363636363635	6	0	0	0	0	0	0	100.0	0.0	12.0	0	0	8.0	12.0	4.0	0	0	4.0	0	8.0	0	0	0	4.0	16.0	4.0	0	0	16.0	8.0	4.0	20.0	80.0	0.0	100.0	1.3333333333333333	66.66666666666667	33.333333333333336	0
turkish_clean_39.conllu	1	20	20.0	5.529411764705882	5.0	10.0	0	0	5.0	10.0	40.0	0	0	10.0	15.0	5.0	0.7058823529411765	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	20.0	11.0	3.0625	11	1.0	1	100.0	0	100.0	0.0	100.0	0.0	0	0	0	5.0	10.0	0	0	0	0	0	10.0	0	5.0	0	25.0	5.0	5.0	0	10.0	5.0	15.0	5.0	100.0	0.0	0	0	0	0	0	0
turkish_clean_40.conllu	1	24	24.0	7.190476190476191	8.333333333333334	8.333333333333334	0	0	4.166666666666667	4.166666666666667	45.833333333333336	0	0	0	12.5	16.666666666666668	0.8095238095238095	25.0	0	75.0	0	0	100.0	0	50.0	0	50.0	0	0	0	0	0	4.0	100.0	2.25	0	25.0	25.0	50.0	0	0	0	5.0	6.0	17.0	3.5	17	1.0	1	100.0	0	100.0	0.0	100.0	0.0	0	0	0	8.333333333333334	8.333333333333334	0	4.166666666666667	0	4.166666666666667	0	4.166666666666667	0	0	0	16.666666666666668	16.666666666666668	4.166666666666667	0	8.333333333333334	8.333333333333334	12.5	4.166666666666667	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
turkish_clean_41.conllu	1	22	22.0	6.4375	4.545454545454546	0	0	9.090909090909092	9.090909090909092	0	36.36363636363637	0	4.545454545454546	0	27.272727272727273	9.090909090909092	0.6875	0	0	100.0	0	0	100.0	0	0	0	100.0	0	100.0	100.0	0	0	3.0	100.0	0.5	50.0	50.0	0	0	0	0	0	3.0	7.333333333333333	14.0	4.6	14	0	0	0	0	0	0	0	0	0	0	0	4.545454545454546	0	9.090909090909092	0	0	27.272727272727273	4.545454545454546	0	4.545454545454546	0	0	13.636363636363637	4.545454545454546	0	0	0	0	27.272727272727273	4.545454545454546	100.0	0.0	0	0	0	0	0	0
turkish_clean_42.conllu	1	24	24.0	5.090909090909091	12.5	12.5	8.333333333333334	0	8.333333333333334	0	41.666666666666664	0	0	0	8.333333333333334	8.333333333333334	0.7727272727272727	0	50.0	50.0	0	50.0	50.0	0	0	100.0	0	0	0	0	0	0	2.0	100.0	1.0	50.0	0	50.0	0	0	0	0	6.0	12.0	11.0	2.619047619047619	11	2.0	1	0	100.0	100.0	0.0	100.0	0.0	0	4.166666666666667	4.166666666666667	8.333333333333334	12.5	4.166666666666667	0	4.166666666666667	12.5	0	4.166666666666667	0	0	0	12.5	8.333333333333334	4.166666666666667	0	4.166666666666667	4.166666666666667	8.333333333333334	4.166666666666667	50.0	50.0	0.0	100.0	1.0	100.0	0	0
turkish_clean_43.conllu	1	16	16.0	7.538461538461538	6.25	0	6.25	6.25	0	6.25	25.0	6.25	0	0	18.75	25.0	0.7692307692307693	0	25.0	75.0	0	0	100.0	0	25.0	75.0	0	0	100.0	100.0	0	0	5.0	100.0	1.25	25.0	50.0	0	25.0	0	0	0	5.0	3.2	13.0	2.9166666666666665	13	0	0	0	0	100.0	0.0	0	0	18.75	6.25	0	0	0	0	6.25	0	0	6.25	6.25	0	0	0	6.25	6.25	0	0	6.25	12.5	18.75	6.25	20.0	80.0	0.0	100.0	1.3333333333333333	66.66666666666667	33.333333333333336	0
turkish_clean_44.conllu	1	23	23.0	6.590909090909091	4.3478260869565215	4.3478260869565215	0	0	4.3478260869565215	0	56.52173913043478	8.695652173913043	4.3478260869565215	0	4.3478260869565215	13.043478260869565	0.7727272727272727	0	66.66666666666667	33.333333333333336	0	33.333333333333336	66.66666666666667	0	0	100.0	0	0	0	0	0	0	3.0	100.0	2.6666666666666665	0	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	7.0	7.666666666666667	9.0	2.4761904761904763	9	1.0	1	100.0	0	100.0	0.0	0	0	4.3478260869565215	0	0	8.695652173913043	4.3478260869565215	4.3478260869565215	4.3478260869565215	0	0	0	8.695652173913043	0	0	0	8.695652173913043	21.73913043478261	0	0	13.043478260869565	13.043478260869565	4.3478260869565215	4.3478260869565215	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0
turkish_clean_45.conllu	1	14	14.0	5.230769230769231	14.285714285714286	14.285714285714286	0	7.142857142857143	7.142857142857143	0	35.714285714285715	7.142857142857143	0	0	7.142857142857143	7.142857142857143	0.6153846153846154	0	0	100.0	0	0	100.0	0	0	0	100.0	0	100.0	100.0	0	0	2.0	100.0	0.0	100.0	0	0	0	0	0	0	4.0	7.0	7.0	2.0833333333333335	7	2.0	1	0	100.0	0	0	100.0	0.0	0	0	0	7.142857142857143	14.285714285714286	7.142857142857143	0	7.142857142857143	7.142857142857143	7.142857142857143	0	0	0	0	21.428571428571427	0	7.142857142857143	7.142857142857143	0	0	7.142857142857143	7.142857142857143	50.0	50.0	0.0	100.0	1.0	100.0	0	0
turkish_clean_46.conllu	1	17	17.0	6.928571428571429	11.764705882352942	0	0	5.882352941176471	5.882352941176471	0	41.1764705882353	0	0	0	17.647058823529413	17.647058823529413	0.8571428571428571	0	33.333333333333336	66.66666666666667	0	0	100.0	0	0	50.0	50.0	0	100.0	100.0	0	0	4.0	100.0	1.3333333333333333	33.333333333333336	0	66.66666666666667	0	0	0	0	4.0	4.25	10.0	2.230769230769231	10	0	0	0	0	100.0	0.0	100.0	0.0	5.882352941176471	0	5.882352941176471	5.882352941176471	0	0	11.764705882352942	0	0	5.882352941176471	0	0	0	0	5.882352941176471	11.764705882352942	5.882352941176471	0	11.764705882352942	5.882352941176471	17.647058823529413	5.882352941176471	25.0	75.0	0.0	100.0	1.5	50.0	50.0	0
turkish_clean_47.conllu	1	14	14.0	6.769230769230769	21.428571428571427	7.142857142857143	0	7.142857142857143	0	0	42.857142857142854	0	0	0	7.142857142857143	14.285714285714286	0.8461538461538461	0	0	100.0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	2.0	100.0	0.5	50.0	50.0	0	0	0	0	0	5.0	7.0	6.0	1.6666666666666667	6	0	0	0	0	0	0	0	0	0	0	0	21.428571428571427	7.142857142857143	0	0	7.142857142857143	0	0	0	7.142857142857143	0	0	21.428571428571427	7.142857142857143	0	0	0	14.285714285714286	7.142857142857143	7.142857142857143	50.0	50.0	0.0	100.0	1.0	100.0	0	0
turkish_clean_48.conllu	1	12	12.0	4.545454545454546	8.333333333333334	33.333333333333336	0	8.333333333333334	0	0	33.333333333333336	8.333333333333334	0	0	8.333333333333334	0	0.45454545454545453	0	0	0	0	0	0	0	0	0	0	0	100.0	100.0	0	0	1.0	100.0	0	0	0	0	0	0	0	0	4.0	12.0	5.0	1.7	5	2.0	1	0	100.0	0	0	0	0	0	0	0	0	33.333333333333336	0	0	0	0	8.333333333333334	0	0	0	0	16.666666666666668	8.333333333333334	0	8.333333333333334	0	8.333333333333334	8.333333333333334	8.333333333333334	100.0	0.0	0	0	0	0	0	0
turkish_clean_49.conllu	1	10	10.0	6.5	0	0	20.0	0	0	10.0	30.0	0	0	10.0	20.0	10.0	0.875	0	0	100.0	0	0	0	100.0	0	0	0	0	0	0	0	0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	2.0	10.0	7.0	2.857142857142857	7	0	0	0	0	0	0	100.0	0.0	0	20.0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	10.0	10.0	0	0	20.0	20.0	10.0	100.0	0.0	0	0	0	0	0	0
turkish_clean_50.conllu	1	15	15.0	6.214285714285714	13.333333333333334	13.333333333333334	0	0	13.333333333333334	6.666666666666667	26.666666666666668	0	0	0	6.666666666666667	20.0	0.6428571428571429	0	0	100.0	0	0	66.66666666666667	33.333333333333336	0	50.0	50.0	0	0	0	0	0	3.0	100.0	1.0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	0	0	5.0	5.0	8.0	2.1538461538461537	8	1.0	1	100.0	0	100.0	0.0	0	0	6.666666666666667	0	6.666666666666667	13.333333333333334	13.333333333333334	6.666666666666667	0	0	0	0	6.666666666666667	0	0	0	13.333333333333334	0	0	0	13.333333333333334	6.666666666666667	6.666666666666667	6.666666666666667	33.333333333333336	66.66666666666667	0.0	100.0	2.0	0	100.0	0
turkish_clean_51.conllu	1	31	31.0	6.413793103448276	6.451612903225806	9.67741935483871	0	3.225806451612903	9.67741935483871	3.225806451612903	35.483870967741936	0	0	3.225806451612903	6.451612903225806	22.580645161290324	0.7241379310344828	0	0	100.0	0	0	85.71428571428571	14.285714285714286	14.285714285714286	71.42857142857143	14.285714285714286	0	100.0	100.0	0	0	8.0	100.0	1.7142857142857142	14.285714285714286	42.857142857142854	14.285714285714286	14.285714285714286	14.285714285714286	0	0	11.0	3.875	6.0	1.8928571428571428	6	1.0	1	100.0	0	100.0	0.0	0	0	9.67741935483871	0	0	3.225806451612903	9.67741935483871	9.67741935483871	6.451612903225806	0	9.67741935483871	3.225806451612903	0	0	0	0	9.67741935483871	6.451612903225806	0	0	3.225806451612903	19.35483870967742	6.451612903225806	3.225806451612903	16.666666666666668	83.33333333333333	0.0	100.0	1.25	75.0	25.0	0
turkish_clean_52.conllu	1	15	15.0	6.142857142857143	20.0	0	13.333333333333334	0	13.333333333333334	6.666666666666667	33.333333333333336	0	0	0	6.666666666666667	6.666666666666667	0.7857142857142857	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	6.0	15.0	12.0	3.6153846153846154	12	0	0	0	0	0	0	100.0	0.0	0	13.333333333333334	0	20.0	0	6.666666666666667	6.666666666666667	0	6.666666666666667	0	6.666666666666667	0	0	0	6.666666666666667	0	6.666666666666667	0	0	13.333333333333334	6.666666666666667	6.666666666666667	100.0	0.0	0	0	0	0	0	0
turkish_clean_53.conllu	1	11	11.0	7.222222222222222	9.090909090909092	9.090909090909092	0	9.090909090909092	9.090909090909092	0	27.272727272727273	0	0	0	18.181818181818183	18.181818181818183	0.6666666666666666	0	0	100.0	0	0	100.0	0	0	0	100.0	0	100.0	100.0	0	0	3.0	100.0	1.5	0	50.0	50.0	0	0	0	0	3.0	3.6666666666666665	8.0	3.5	8	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	9.090909090909092	9.090909090909092	0	0	18.181818181818183	9.090909090909092	0	0	0	0	0	18.181818181818183	0	0	0	0	18.181818181818183	9.090909090909092	100.0	0.0	0	0	0	0	0	0
turkish_clean_54.conllu	1	20	20.0	6.5	15.0	5.0	10.0	5.0	0	0	40.0	5.0	0	0	10.0	10.0	0.8333333333333334	0	50.0	50.0	0	50.0	50.0	0	0	0	0	0	100.0	0	100.0	100.0	3.0	100.0	2.5	50.0	0	0	0	0	50.0	0	4.0	6.666666666666667	16.0	3.0588235294117645	16	0	0	0	0	100.0	0.0	0	0	0	10.0	0	15.0	5.0	0	10.0	0	0	5.0	5.0	0	0	0	10.0	5.0	0	0	5.0	15.0	10.0	5.0	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0	0
turkish_clean_55.conllu	1	25	25.0	8.0	8.0	8.0	4.0	0	4.0	0	28.0	0	0	4.0	12.0	32.0	0.8636363636363636	0	25.0	75.0	0	0	100.0	0	0	71.42857142857143	28.571428571428573	0	0	0	0	0	8.0	100.0	1.375	37.5	37.5	12.5	0	0	0	12.5	6.0	3.125	23.0	4.0476190476190474	23	1.0	1	100.0	0	100.0	0.0	100.0	0.0	16.0	4.0	0	8.0	8.0	4.0	8.0	0	4.0	0	0	0	0	0	4.0	8.0	4.0	0	16.0	0	12.0	4.0	12.5	87.5	0.0	100.0	1.1666666666666667	83.33333333333333	16.666666666666668	0
turkish_clean_56.conllu	1	15	15.0	6.785714285714286	20.0	0	0	0	20.0	0	40.0	0	0	0	6.666666666666667	13.333333333333334	0.7857142857142857	0	50.0	50.0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	2.0	0.0	2.5	50.0	0	0	0	0	50.0	0	5.0	7.5	9.0	2.6923076923076925	9	0	0	0	0	100.0	0.0	100.0	0.0	6.666666666666667	0	6.666666666666667	6.666666666666667	0	13.333333333333334	6.666666666666667	0	0	0	0	0	0	0	0	13.333333333333334	6.666666666666667	0	6.666666666666667	20.0	6.666666666666667	6.666666666666667	0.0	100.0	50.0	50.0	1.0	100.0	0	0
turkish_clean_57.conllu	1	45	45.0	7.170731707317073	17.77777777777778	2.2222222222222223	13.333333333333334	0	2.2222222222222223	2.2222222222222223	22.22222222222222	2.2222222222222223	2.2222222222222223	0	8.88888888888889	26.666666666666668	0.8780487804878049	0	58.333333333333336	41.666666666666664	0	8.333333333333334	91.66666666666667	0	0	80.0	20.0	0	0	0	0	0	12.0	0.0	1.6666666666666667	8.333333333333334	33.333333333333336	41.666666666666664	16.666666666666668	0	0	0	10.0	3.75	25.0	3.1	25	0	0	0	0	100.0	0.0	0	0	11.11111111111111	13.333333333333334	0	17.77777777777778	2.2222222222222223	0	2.2222222222222223	0	6.666666666666667	0	2.2222222222222223	0	0	0	4.444444444444445	2.2222222222222223	0	0	13.333333333333334	13.333333333333334	8.88888888888889	2.2222222222222223	0.0	100.0	100.0	0.0	1.4285714285714286	71.42857142857143	14.285714285714286	14.285714285714286
turkish_clean_58.conllu	1	18	18.0	7.4375	22.22222222222222	5.555555555555555	0	0	5.555555555555555	0	27.77777777777778	0	0	0	11.11111111111111	27.77777777777778	0.875	0	0	100.0	0	0	100.0	0	0	33.333333333333336	66.66666666666667	0	0	0	0	0	5.0	100.0	1.6	0	40.0	60.0	0	0	0	0	9.0	3.6	6.0	1.8666666666666667	6	1.0	1	100.0	0	0	0	100.0	0.0	5.555555555555555	0	0	22.22222222222222	5.555555555555555	5.555555555555555	0	0	11.11111111111111	0	0	0	0	0	5.555555555555555	16.666666666666668	11.11111111111111	0	0	0	11.11111111111111	5.555555555555555	25.0	75.0	0.0	100.0	1.5	50.0	50.0	0
turkish_clean_59.conllu	1	20	20.0	6.222222222222222	5.0	0	0	5.0	5.0	10.0	55.0	0	0	0	10.0	10.0	0.7777777777777778	0	0	100.0	0	0	100.0	0	0	0	100.0	0	100.0	100.0	0	0	2.0	100.0	2.5	0	50.0	0	0	50.0	0	0	5.0	10.0	9.0	2.0588235294117645	9	0	0	0	0	100.0	0.0	0	0	0	0	0	5.0	0	5.0	5.0	0	0	5.0	10.0	0	0	0	15.0	25.0	0	0	15.0	0	10.0	5.0	50.0	50.0	0.0	100.0	1.0	100.0	0	0
turkish_clean_60.conllu	1	16	16.0	6.533333333333333	6.25	0	0	0	6.25	0	50.0	6.25	0	0	6.25	25.0	0.8666666666666667	25.0	25.0	50.0	0	0	100.0	0	0	50.0	50.0	0	0	0	0	0	4.0	100.0	1.0	25.0	50.0	25.0	0	0	0	0	5.0	4.0	13.0	2.5714285714285716	13	0	0	0	0	100.0	0.0	0	0	6.25	0	6.25	6.25	0	0	6.25	6.25	0	0	0	0	0	0	18.75	12.5	0	6.25	18.75	0	6.25	6.25	25.0	75.0	0.0	100.0	1.0	100.0	0	0
turkish_clean_61.conllu	1	19	19.0	5.882352941176471	10.526315789473685	5.2631578947368425	0	5.2631578947368425	0	0	47.36842105263158	5.2631578947368425	0	0	10.526315789473685	15.789473684210526	0.8235294117647058	0	0	100.0	0	0	100.0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	100.0	100.0	0	0	4.0	100.0	1.3333333333333333	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	0	6.0	4.75	15.0	2.375	15	0	0	0	0	100.0	0.0	0	0	0	0	0	10.526315789473685	5.2631578947368425	0	0	5.2631578947368425	0	5.2631578947368425	5.2631578947368425	0	0	0	21.05263157894737	26.31578947368421	0	0	5.2631578947368425	0	10.526315789473685	5.2631578947368425	25.0	75.0	0.0	100.0	1.5	50.0	50.0	0
turkish_clean_62.conllu	1	14	14.0	5.846153846153846	7.142857142857143	7.142857142857143	0	0	14.285714285714286	0	42.857142857142854	0	0	0	7.142857142857143	21.428571428571427	0.7692307692307693	0	0	100.0	0	0	100.0	0	0	100.0	0	0	0	0	0	0	3.0	100.0	1.3333333333333333	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	0	4.0	4.666666666666667	6.0	2.25	6	0	0	0	0	100.0	0.0	0	0	7.142857142857143	0	7.142857142857143	7.142857142857143	7.142857142857143	7.142857142857143	7.142857142857143	0	0	0	0	0	0	0	0	14.285714285714286	0	0	7.142857142857143	21.428571428571427	7.142857142857143	7.142857142857143	33.333333333333336	66.66666666666667	0.0	100.0	1.0	100.0	0	0
turkish_clean_63.conllu	1	12	12.0	5.0	8.333333333333334	8.333333333333334	0	8.333333333333334	8.333333333333334	0	41.666666666666664	8.333333333333334	0	0	8.333333333333334	8.333333333333334	0.6363636363636364	0	100.0	0	0	0	100.0	0	0	100.0	0	0	100.0	100.0	0	0	2.0	100.0	2.0	0	0	100.0	0	0	0	0	5.0	6.0	4.0	1.5	4	1.0	1	100.0	0	0	0	0	0	0	0	8.333333333333334	8.333333333333334	8.333333333333334	0	0	0	0	8.333333333333334	8.333333333333334	0	0	0	16.666666666666668	16.666666666666668	0	0	0	8.333333333333334	8.333333333333334	8.333333333333334	50.0	50.0	0.0	100.0	1.0	100.0	0	0
turkish_clean_64.conllu	1	13	13.0	5.583333333333333	23.076923076923077	0	0	0	7.6923076923076925	0	46.15384615384615	7.6923076923076925	0	0	7.6923076923076925	7.6923076923076925	0.8333333333333334	0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	0	1.0	100.0	1.0	0	100.0	0	0	0	0	0	7.0	13.0	4.0	1.6363636363636365	4	0	0	0	0	0	0	100.0	0.0	0	0	7.6923076923076925	23.076923076923077	0	0	0	0	0	0	7.6923076923076925	0	0	0	15.384615384615385	23.076923076923077	7.6923076923076925	0	0	0	7.6923076923076925	7.6923076923076925	100.0	0.0	0	0	0	0	0	0
turkish_clean_65.conllu	1	17	17.0	6.8125	17.647058823529413	5.882352941176471	5.882352941176471	0	5.882352941176471	0	47.05882352941177	0	0	0	5.882352941176471	11.764705882352942	0.875	0	50.0	50.0	0	50.0	50.0	0	0	100.0	0	0	0	0	0	0	2.0	100.0	0.5	50.0	50.0	0	0	0	0	0	6.0	8.5	5.0	1.7333333333333334	5	1.0	1	100.0	0	100.0	0.0	0	0	0	5.882352941176471	5.882352941176471	17.647058823529413	5.882352941176471	0	0	5.882352941176471	0	0	0	0	0	0	17.647058823529413	17.647058823529413	0	0	5.882352941176471	5.882352941176471	5.882352941176471	5.882352941176471	50.0	50.0	0.0	100.0	1.0	100.0	0	0
turkish_clean_66.conllu	1	18	18.0	5.235294117647059	11.11111111111111	11.11111111111111	0	0	0	5.555555555555555	27.77777777777778	11.11111111111111	0	0	5.555555555555555	27.77777777777778	0.7058823529411765	0	20.0	80.0	0	0	100.0	0	25.0	25.0	50.0	0	0	0	0	0	5.0	100.0	1.6	0	60.0	20.0	20.0	0	0	0	8.0	3.6	5.0	1.5625	5	1.0	1	100.0	0	100.0	0.0	0	0	5.555555555555555	0	0	11.11111111111111	11.11111111111111	0	0	0	0	0	16.666666666666668	0	0	0	16.666666666666668	5.555555555555555	0	0	11.11111111111111	11.11111111111111	5.555555555555555	5.555555555555555	20.0	80.0	0.0	100.0	1.6666666666666667	33.333333333333336	66.66666666666667	0
turkish_clean_67.conllu	1	19	19.0	4.764705882352941	5.2631578947368425	0	5.2631578947368425	10.526315789473685	10.526315789473685	0	31.57894736842105	5.2631578947368425	0	5.2631578947368425	10.526315789473685	15.789473684210526	0.7058823529411765	0	33.333333333333336	66.66666666666667	0	0	100.0	0	0	66.66666666666667	33.333333333333336	50.0	50.0	50.0	50.0	0	5.0	100.0	1.6666666666666667	0	33.333333333333336	66.66666666666667	0	0	0	0	6.0	3.8	8.0	1.875	8	0	0	0	0	100.0	0.0	100.0	0.0	10.526315789473685	5.2631578947368425	5.2631578947368425	5.2631578947368425	0	0	10.526315789473685	0	0	10.526315789473685	5.2631578947368425	0	0	0	5.2631578947368425	10.526315789473685	5.2631578947368425	0	10.526315789473685	0	10.526315789473685	5.2631578947368425	20.0	80.0	0.0	100.0	2.0	50.0	0	50.0
